phase,url,title,title_length,meta_description,description_length,h1_count,canonical,og_title,og_description,og_url,og_image,twitter_card,twitter_title,twitter_description,twitter_image,issues
after,https://agents.kujolang.ai/agents/cannibalization-analyst/,Cannibalization Analyst | Kujo WebOps | Kujo Agents,51,Identify pages substantially competing for the same intent while separating normal topical overlap from likely cannibalization.,127,1,https://agents.kujolang.ai/agents/cannibalization-analyst/,Cannibalization Analyst | Kujo WebOps,Identify pages substantially competing for the same intent while separating normal topical overlap from likely cannibalization.,https://agents.kujolang.ai/agents/cannibalization-analyst/,https://agents.kujolang.ai/assets/images/social/cannibalization-analyst.jpg,summary_large_image,Cannibalization Analyst | Kujo WebOps,Identify pages substantially competing for the same intent while separating normal topical overlap from likely cannibalization.,https://agents.kujolang.ai/assets/images/social/cannibalization-analyst.jpg,
after,https://agents.kujolang.ai/agents/case-study-editor/,Case Study Editor | Kujo Publishing House | Kujo Agents,55,"Develop customer, project, and product evidence into credible case studies with consent, attribution, context, and bounded outcome claims.",138,1,https://agents.kujolang.ai/agents/case-study-editor/,Case Study Editor | Kujo Publishing House,"Develop customer, project, and product evidence into credible case studies with consent, attribution, context, and bounded outcome claims.",https://agents.kujolang.ai/agents/case-study-editor/,https://agents.kujolang.ai/assets/images/social/case-study-editor.jpg,summary_large_image,Case Study Editor | Kujo Publishing House,"Develop customer, project, and product evidence into credible case studies with consent, attribution, context, and bounded outcome claims.",https://agents.kujolang.ai/assets/images/social/case-study-editor.jpg,
after,https://agents.kujolang.ai/agents/chain-of-command/,Chain of Command Agents | Kujo Agents,37,"A coordinated roster for strategy, planning, execution, verification, knowledge, and routine work.",98,1,https://agents.kujolang.ai/agents/chain-of-command/,Chain of Command Agents,"A coordinated roster for strategy, planning, execution, verification, knowledge, and routine work.",https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/assets/images/social/agents-chain-of-command.jpg,summary_large_image,Chain of Command Agents,"A coordinated roster for strategy, planning, execution, verification, knowledge, and routine work.",https://agents.kujolang.ai/assets/images/social/agents-chain-of-command.jpg,
after,https://agents.kujolang.ai/agents/chief-of-staff/,Chief Of Staff | Kujo Chain of Command | Kujo Agents,52,"Turn vague goals into structured objectives, assign lanes, manage handoffs, and keep work auditable.",100,1,https://agents.kujolang.ai/agents/chief-of-staff/,Chief Of Staff | Kujo Chain of Command,"Turn vague goals into structured objectives, assign lanes, manage handoffs, and keep work auditable.",https://agents.kujolang.ai/agents/chief-of-staff/,https://agents.kujolang.ai/assets/images/social/chief-of-staff.jpg,summary_large_image,Chief Of Staff | Kujo Chain of Command,"Turn vague goals into structured objectives, assign lanes, manage handoffs, and keep work auditable.",https://agents.kujolang.ai/assets/images/social/chief-of-staff.jpg,
after,https://agents.kujolang.ai/agents/code-reviewer/,Code Reviewer | Kujo Chain of Command | Kujo Agents,51,"Review diffs for bugs, regressions, contract drift, missing tests, unsafe scope, and documentation mismatches.",110,1,https://agents.kujolang.ai/agents/code-reviewer/,Code Reviewer | Kujo Chain of Command,"Review diffs for bugs, regressions, contract drift, missing tests, unsafe scope, and documentation mismatches.",https://agents.kujolang.ai/agents/code-reviewer/,https://agents.kujolang.ai/assets/images/social/code-reviewer.jpg,summary_large_image,Code Reviewer | Kujo Chain of Command,"Review diffs for bugs, regressions, contract drift, missing tests, unsafe scope, and documentation mismatches.",https://agents.kujolang.ai/assets/images/social/code-reviewer.jpg,
after,https://agents.kujolang.ai/agents/commissioning-editor/,Commissioning Editor | Kujo Publishing House | Kujo Agents,58,"Convert approved strategy into sharp assignments with a thesis, angle, reader promise, evidence burden, format, owner, and artifact bundle.",139,1,https://agents.kujolang.ai/agents/commissioning-editor/,Commissioning Editor | Kujo Publishing House,"Convert approved strategy into sharp assignments with a thesis, angle, reader promise, evidence burden, format, owner, and artifact bundle.",https://agents.kujolang.ai/agents/commissioning-editor/,https://agents.kujolang.ai/assets/images/social/commissioning-editor.jpg,summary_large_image,Commissioning Editor | Kujo Publishing House,"Convert approved strategy into sharp assignments with a thesis, angle, reader promise, evidence burden, format, owner, and artifact bundle.",https://agents.kujolang.ai/assets/images/social/commissioning-editor.jpg,
after,https://agents.kujolang.ai/agents/competitor-intelligence-analyst/,Competitor Intelligence Analyst | Kujo WebOps | Kujo Agents,59,"Monitor selected peers for meaningful changes in topics, positioning, structure, search presence, content, and available backlink evidence.",139,1,https://agents.kujolang.ai/agents/competitor-intelligence-analyst/,Competitor Intelligence Analyst | Kujo WebOps,"Monitor selected peers for meaningful changes in topics, positioning, structure, search presence, content, and available backlink evidence.",https://agents.kujolang.ai/agents/competitor-intelligence-analyst/,https://agents.kujolang.ai/assets/images/social/competitor-intelligence-analyst.jpg,summary_large_image,Competitor Intelligence Analyst | Kujo WebOps,"Monitor selected peers for meaningful changes in topics, positioning, structure, search presence, content, and available backlink evidence.",https://agents.kujolang.ai/assets/images/social/competitor-intelligence-analyst.jpg,
after,https://agents.kujolang.ai/agents/content-accuracy-reviewer/,Content Accuracy Reviewer | Kujo WebOps | Kujo Agents,53,"Review guidance, APIs, versions, products, references, and factual claims against current authoritative sources.",112,1,https://agents.kujolang.ai/agents/content-accuracy-reviewer/,Content Accuracy Reviewer | Kujo WebOps,"Review guidance, APIs, versions, products, references, and factual claims against current authoritative sources.",https://agents.kujolang.ai/agents/content-accuracy-reviewer/,https://agents.kujolang.ai/assets/images/social/content-accuracy-reviewer.jpg,summary_large_image,Content Accuracy Reviewer | Kujo WebOps,"Review guidance, APIs, versions, products, references, and factual claims against current authoritative sources.",https://agents.kujolang.ai/assets/images/social/content-accuracy-reviewer.jpg,
after,https://agents.kujolang.ai/agents/content-decay-analyst/,Content Decay Analyst | Kujo WebOps | Kujo Agents,49,"Identify stale or deteriorating content using measured movement, optional analytics, factual age, source change, and relevance evidence.",136,1,https://agents.kujolang.ai/agents/content-decay-analyst/,Content Decay Analyst | Kujo WebOps,"Identify stale or deteriorating content using measured movement, optional analytics, factual age, source change, and relevance evidence.",https://agents.kujolang.ai/agents/content-decay-analyst/,https://agents.kujolang.ai/assets/images/social/content-decay-analyst.jpg,summary_large_image,Content Decay Analyst | Kujo WebOps,"Identify stale or deteriorating content using measured movement, optional analytics, factual age, source change, and relevance evidence.",https://agents.kujolang.ai/assets/images/social/content-decay-analyst.jpg,
after,https://agents.kujolang.ai/agents/content-gap-analyst/,Content Gap Analyst | Kujo WebOps | Kujo Agents,47,"Classify audience and search needs against current coverage as strong, partial, stale, weak, missing, or irrelevant.",116,1,https://agents.kujolang.ai/agents/content-gap-analyst/,Content Gap Analyst | Kujo WebOps,"Classify audience and search needs against current coverage as strong, partial, stale, weak, missing, or irrelevant.",https://agents.kujolang.ai/agents/content-gap-analyst/,https://agents.kujolang.ai/assets/images/social/content-gap-analyst.jpg,summary_large_image,Content Gap Analyst | Kujo WebOps,"Classify audience and search needs against current coverage as strong, partial, stale, weak, missing, or irrelevant.",https://agents.kujolang.ai/assets/images/social/content-gap-analyst.jpg,
after,https://agents.kujolang.ai/agents/content-portfolio-manager/,Content Portfolio Manager | Kujo WebOps | Kujo Agents,53,"Classify content longitudinally as CREATE, GROW, MAINTAIN, REFRESH, MERGE, REDIRECT, RETIRE, or IGNORE.",103,1,https://agents.kujolang.ai/agents/content-portfolio-manager/,Content Portfolio Manager | Kujo WebOps,"Classify content longitudinally as CREATE, GROW, MAINTAIN, REFRESH, MERGE, REDIRECT, RETIRE, or IGNORE.",https://agents.kujolang.ai/agents/content-portfolio-manager/,https://agents.kujolang.ai/assets/images/social/content-portfolio-manager.jpg,summary_large_image,Content Portfolio Manager | Kujo WebOps,"Classify content longitudinally as CREATE, GROW, MAINTAIN, REFRESH, MERGE, REDIRECT, RETIRE, or IGNORE.",https://agents.kujolang.ai/assets/images/social/content-portfolio-manager.jpg,
after,https://agents.kujolang.ai/agents/content-pruning-analyst/,Content Pruning Analyst | Kujo WebOps | Kujo Agents,51,"Find obsolete, redundant, or low-value content and propose evidence-backed keep, merge, redirect, refresh, or retire decisions.",127,1,https://agents.kujolang.ai/agents/content-pruning-analyst/,Content Pruning Analyst | Kujo WebOps,"Find obsolete, redundant, or low-value content and propose evidence-backed keep, merge, redirect, refresh, or retire decisions.",https://agents.kujolang.ai/agents/content-pruning-analyst/,https://agents.kujolang.ai/assets/images/social/content-pruning-analyst.jpg,summary_large_image,Content Pruning Analyst | Kujo WebOps,"Find obsolete, redundant, or low-value content and propose evidence-backed keep, merge, redirect, refresh, or retire decisions.",https://agents.kujolang.ai/assets/images/social/content-pruning-analyst.jpg,
after,https://agents.kujolang.ai/agents/context-packager/,Context Packager | Kujo Chain of Command | Kujo Agents,54,"Prepare compact context bundles, execution packs, workflow summaries, and handoff packets for downstream agents.",112,1,https://agents.kujolang.ai/agents/context-packager/,Context Packager | Kujo Chain of Command,"Prepare compact context bundles, execution packs, workflow summaries, and handoff packets for downstream agents.",https://agents.kujolang.ai/agents/context-packager/,https://agents.kujolang.ai/assets/images/social/context-packager.jpg,summary_large_image,Context Packager | Kujo Chain of Command,"Prepare compact context bundles, execution packs, workflow summaries, and handoff packets for downstream agents.",https://agents.kujolang.ai/assets/images/social/context-packager.jpg,
after,https://agents.kujolang.ai/agents/copy-chief/,Copy Chief | Kujo Publishing House | Kujo Agents,48,"Own sentence-level clarity, rhythm, terminology, grammar, formatting, headlines, captions, metadata, and the house style system.",128,1,https://agents.kujolang.ai/agents/copy-chief/,Copy Chief | Kujo Publishing House,"Own sentence-level clarity, rhythm, terminology, grammar, formatting, headlines, captions, metadata, and the house style system.",https://agents.kujolang.ai/agents/copy-chief/,https://agents.kujolang.ai/assets/images/social/copy-chief.jpg,summary_large_image,Copy Chief | Kujo Publishing House,"Own sentence-level clarity, rhythm, terminology, grammar, formatting, headlines, captions, metadata, and the house style system.",https://agents.kujolang.ai/assets/images/social/copy-chief.jpg,
after,https://agents.kujolang.ai/agents/core-developer/,Core Developer | Kujo Chain of Command | Kujo Agents,52,Implement bounded source changes and focused tests inside an assigned scope.,76,1,https://agents.kujolang.ai/agents/core-developer/,Core Developer | Kujo Chain of Command,Implement bounded source changes and focused tests inside an assigned scope.,https://agents.kujolang.ai/agents/core-developer/,https://agents.kujolang.ai/assets/images/social/core-developer.jpg,summary_large_image,Core Developer | Kujo Chain of Command,Implement bounded source changes and focused tests inside an assigned scope.,https://agents.kujolang.ai/assets/images/social/core-developer.jpg,
after,https://agents.kujolang.ai/agents/creative-director/,Creative Director | Kujo Publishing House | Kujo Agents,55,"Develop the central creative idea and direct its coherent expression across language, imagery, formats, and campaign moments.",125,1,https://agents.kujolang.ai/agents/creative-director/,Creative Director | Kujo Publishing House,"Develop the central creative idea and direct its coherent expression across language, imagery, formats, and campaign moments.",https://agents.kujolang.ai/agents/creative-director/,https://agents.kujolang.ai/assets/images/social/creative-director.jpg,summary_large_image,Creative Director | Kujo Publishing House,"Develop the central creative idea and direct its coherent expression across language, imagery, formats, and campaign moments.",https://agents.kujolang.ai/assets/images/social/creative-director.jpg,
after,https://agents.kujolang.ai/agents/dependency-scanner/,Dependency Scanner | Kujo Chain of Command | Kujo Agents,56,"Run explicit dependency, package, manifest, lockfile, and package-status checks.",80,1,https://agents.kujolang.ai/agents/dependency-scanner/,Dependency Scanner | Kujo Chain of Command,"Run explicit dependency, package, manifest, lockfile, and package-status checks.",https://agents.kujolang.ai/agents/dependency-scanner/,https://agents.kujolang.ai/assets/images/social/dependency-scanner.jpg,summary_large_image,Dependency Scanner | Kujo Chain of Command,"Run explicit dependency, package, manifest, lockfile, and package-status checks.",https://agents.kujolang.ai/assets/images/social/dependency-scanner.jpg,
after,https://agents.kujolang.ai/agents/developmental-editor/,Developmental Editor | Kujo Publishing House | Kujo Agents,58,"Interrogate and improve argument, structure, narrative, audience value, pacing, originality, omissions, and strategic fit before line editing.",142,1,https://agents.kujolang.ai/agents/developmental-editor/,Developmental Editor | Kujo Publishing House,"Interrogate and improve argument, structure, narrative, audience value, pacing, originality, omissions, and strategic fit before line editing.",https://agents.kujolang.ai/agents/developmental-editor/,https://agents.kujolang.ai/assets/images/social/developmental-editor.jpg,summary_large_image,Developmental Editor | Kujo Publishing House,"Interrogate and improve argument, structure, narrative, audience value, pacing, originality, omissions, and strategic fit before line editing.",https://agents.kujolang.ai/assets/images/social/developmental-editor.jpg,
after,https://agents.kujolang.ai/agents/director-of-editorial-intelligence/,Director of Editorial Intelligence | Kujo Publishing House | Kujo Agents,72,"Synthesize audience, category, product, cultural, search, community, competitor, and source intelligence into non-obvious editorial opportunities.",146,1,https://agents.kujolang.ai/agents/director-of-editorial-intelligence/,Director of Editorial Intelligence | Kujo Publishing House,"Synthesize audience, category, product, cultural, search, community, competitor, and source intelligence into non-obvious editorial opportunities.",https://agents.kujolang.ai/agents/director-of-editorial-intelligence/,https://agents.kujolang.ai/assets/images/social/director-of-editorial-intelligence.jpg,summary_large_image,Director of Editorial Intelligence | Kujo Publishing House,"Synthesize audience, category, product, cultural, search, community, competitor, and source intelligence into non-obvious editorial opportunities.",https://agents.kujolang.ai/assets/images/social/director-of-editorial-intelligence.jpg,
after,https://agents.kujolang.ai/agents/distribution-operator/,Distribution Operator | Kujo WebOps | Kujo Agents,49,Turn approved published content into source-grounded distribution assets and publish only with explicit ACT authority and integration.,134,1,https://agents.kujolang.ai/agents/distribution-operator/,Distribution Operator | Kujo WebOps,Turn approved published content into source-grounded distribution assets and publish only with explicit ACT authority and integration.,https://agents.kujolang.ai/agents/distribution-operator/,https://agents.kujolang.ai/assets/images/social/distribution-operator.jpg,summary_large_image,Distribution Operator | Kujo WebOps,Turn approved published content into source-grounded distribution assets and publish only with explicit ACT authority and integration.,https://agents.kujolang.ai/assets/images/social/distribution-operator.jpg,
after,https://agents.kujolang.ai/agents/documentation-writer/,Documentation Writer | Kujo Chain of Command | Kujo Agents,58,"Update READMEs, onboarding docs, changelogs, examples, runbooks, and user-facing technical documentation from source-grounded facts.",132,1,https://agents.kujolang.ai/agents/documentation-writer/,Documentation Writer | Kujo Chain of Command,"Update READMEs, onboarding docs, changelogs, examples, runbooks, and user-facing technical documentation from source-grounded facts.",https://agents.kujolang.ai/agents/documentation-writer/,https://agents.kujolang.ai/assets/images/social/documentation-writer.jpg,summary_large_image,Documentation Writer | Kujo Chain of Command,"Update READMEs, onboarding docs, changelogs, examples, runbooks, and user-facing technical documentation from source-grounded facts.",https://agents.kujolang.ai/assets/images/social/documentation-writer.jpg,
after,https://agents.kujolang.ai/agents/editor-in-chief/,Editor-in-Chief | Kujo Publishing House | Kujo Agents,53,"Own editorial judgment, point of view, intellectual ambition, and the final editorial recommendation before human approval.",123,1,https://agents.kujolang.ai/agents/editor-in-chief/,Editor-in-Chief | Kujo Publishing House,"Own editorial judgment, point of view, intellectual ambition, and the final editorial recommendation before human approval.",https://agents.kujolang.ai/agents/editor-in-chief/,https://agents.kujolang.ai/assets/images/social/editor-in-chief.jpg,summary_large_image,Editor-in-Chief | Kujo Publishing House,"Own editorial judgment, point of view, intellectual ambition, and the final editorial recommendation before human approval.",https://agents.kujolang.ai/assets/images/social/editor-in-chief.jpg,
after,https://agents.kujolang.ai/agents/editorial-strategy-director/,Editorial Strategy Director | Kujo Publishing House | Kujo Agents,65,"Turn organizational goals into editorial theses, campaign architectures, audience journeys, franchises, and portfolio choices.",126,1,https://agents.kujolang.ai/agents/editorial-strategy-director/,Editorial Strategy Director | Kujo Publishing House,"Turn organizational goals into editorial theses, campaign architectures, audience journeys, franchises, and portfolio choices.",https://agents.kujolang.ai/agents/editorial-strategy-director/,https://agents.kujolang.ai/assets/images/social/editorial-strategy-director.jpg,summary_large_image,Editorial Strategy Director | Kujo Publishing House,"Turn organizational goals into editorial theses, campaign architectures, audience journeys, franchises, and portfolio choices.",https://agents.kujolang.ai/assets/images/social/editorial-strategy-director.jpg,
after,https://agents.kujolang.ai/agents/features-writer/,Features Writer | Kujo Publishing House | Kujo Agents,53,"Write essays, features, arguments, profiles, case-led narratives, and long-form thought leadership with a distinctive and defensible point of view.",147,1,https://agents.kujolang.ai/agents/features-writer/,Features Writer | Kujo Publishing House,"Write essays, features, arguments, profiles, case-led narratives, and long-form thought leadership with a distinctive and defensible point of view.",https://agents.kujolang.ai/agents/features-writer/,https://agents.kujolang.ai/assets/images/social/features-writer.jpg,summary_large_image,Features Writer | Kujo Publishing House,"Write essays, features, arguments, profiles, case-led narratives, and long-form thought leadership with a distinctive and defensible point of view.",https://agents.kujolang.ai/assets/images/social/features-writer.jpg,
after,https://agents.kujolang.ai/agents/franchise-adaptation-editor/,Franchise & Adaptation Editor | Kujo Publishing House | Kujo Agents,67,Extend approved primary work into durable editorial franchises and format-native derivatives without changing its claim boundary.,129,1,https://agents.kujolang.ai/agents/franchise-adaptation-editor/,Franchise & Adaptation Editor | Kujo Publishing House,Extend approved primary work into durable editorial franchises and format-native derivatives without changing its claim boundary.,https://agents.kujolang.ai/agents/franchise-adaptation-editor/,https://agents.kujolang.ai/assets/images/social/franchise-adaptation-editor.jpg,summary_large_image,Franchise & Adaptation Editor | Kujo Publishing House,Extend approved primary work into durable editorial franchises and format-native derivatives without changing its claim boundary.,https://agents.kujolang.ai/assets/images/social/franchise-adaptation-editor.jpg,
after,https://agents.kujolang.ai/agents/frontend-developer/,Frontend Developer | Kujo Chain of Command | Kujo Agents,56,"Implement user interfaces, interaction flows, responsive behavior, and browser-verifiable frontend changes.",107,1,https://agents.kujolang.ai/agents/frontend-developer/,Frontend Developer | Kujo Chain of Command,"Implement user interfaces, interaction flows, responsive behavior, and browser-verifiable frontend changes.",https://agents.kujolang.ai/agents/frontend-developer/,https://agents.kujolang.ai/assets/images/social/frontend-developer.jpg,summary_large_image,Frontend Developer | Kujo Chain of Command,"Implement user interfaces, interaction flows, responsive behavior, and browser-verifiable frontend changes.",https://agents.kujolang.ai/assets/images/social/frontend-developer.jpg,
after,https://agents.kujolang.ai/agents/general-commander/,General Commander | Kujo Chain of Command | Kujo Agents,55,"Interpret broad missions, choose agent lanes, resolve cross-agent conflicts, synthesize final outcomes, and escalate unresolved risk.",133,1,https://agents.kujolang.ai/agents/general-commander/,General Commander | Kujo Chain of Command,"Interpret broad missions, choose agent lanes, resolve cross-agent conflicts, synthesize final outcomes, and escalate unresolved risk.",https://agents.kujolang.ai/agents/general-commander/,https://agents.kujolang.ai/assets/images/social/general-commander.jpg,summary_large_image,General Commander | Kujo Chain of Command,"Interpret broad missions, choose agent lanes, resolve cross-agent conflicts, synthesize final outcomes, and escalate unresolved risk.",https://agents.kujolang.ai/assets/images/social/general-commander.jpg,
after,https://agents.kujolang.ai/agents/,Agents | Kujo Agents,20,"Browse source-grounded Kujo agent contracts for planning, implementation, verification, research, security, and operations.",123,1,https://agents.kujolang.ai/agents/,Agents,"Browse source-grounded Kujo agent contracts for planning, implementation, verification, research, security, and operations.",https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/assets/images/social/agents.jpg,summary_large_image,Agents,"Browse source-grounded Kujo agent contracts for planning, implementation, verification, research, security, and operations.",https://agents.kujolang.ai/assets/images/social/agents.jpg,
after,https://agents.kujolang.ai/agents/indexation-analyst/,Indexation Analyst | Kujo WebOps | Kujo Agents,46,Distinguish local crawlability and indexability from provider-confirmed search-engine index state.,98,1,https://agents.kujolang.ai/agents/indexation-analyst/,Indexation Analyst | Kujo WebOps,Distinguish local crawlability and indexability from provider-confirmed search-engine index state.,https://agents.kujolang.ai/agents/indexation-analyst/,https://agents.kujolang.ai/assets/images/social/indexation-analyst.jpg,summary_large_image,Indexation Analyst | Kujo WebOps,Distinguish local crawlability and indexability from provider-confirmed search-engine index state.,https://agents.kujolang.ai/assets/images/social/indexation-analyst.jpg,
after,https://agents.kujolang.ai/agents/information-architecture-auditor/,Information Architecture Auditor | Kujo WebOps | Kujo Agents,60,"Review navigation, hierarchy, categories, tags, breadcrumbs, clusters, URLs, depth, discoverability, and orphaning.",115,1,https://agents.kujolang.ai/agents/information-architecture-auditor/,Information Architecture Auditor | Kujo WebOps,"Review navigation, hierarchy, categories, tags, breadcrumbs, clusters, URLs, depth, discoverability, and orphaning.",https://agents.kujolang.ai/agents/information-architecture-auditor/,https://agents.kujolang.ai/assets/images/social/information-architecture-auditor.jpg,summary_large_image,Information Architecture Auditor | Kujo WebOps,"Review navigation, hierarchy, categories, tags, breadcrumbs, clusters, URLs, depth, discoverability, and orphaning.",https://agents.kujolang.ai/assets/images/social/information-architecture-auditor.jpg,
