phase,source_url,image_url,alt,width,height,loading,format,bytes,exists,issues
after,https://agents.kujolang.ai/agents/backlink-mention-analyst/,https://agents.kujolang.ai/images/backlink-mention-analyst-082768e9dee8.webp,Featured image for Backlink & Mention Analyst,640,640,eager,webp,6038,True,
after,https://agents.kujolang.ai/agents/backlink-mention-analyst/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/brand-strategy-director/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/brand-strategy-director/,https://agents.kujolang.ai/images/brand-strategy-director-954b69b95fc9.webp,Featured image for Brand Strategy Director,640,640,eager,webp,5018,True,
after,https://agents.kujolang.ai/agents/brand-strategy-director/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/campaign-copywriter/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/campaign-copywriter/,https://agents.kujolang.ai/images/campaign-copywriter-d50e67d58c49.webp,Featured image for Campaign Copywriter,640,640,eager,webp,4520,True,
after,https://agents.kujolang.ai/agents/campaign-copywriter/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/cannibalization-analyst/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/cannibalization-analyst/,https://agents.kujolang.ai/images/cannibalization-analyst-3b404d042189.webp,Featured image for Cannibalization Analyst,640,640,eager,webp,5060,True,
after,https://agents.kujolang.ai/agents/cannibalization-analyst/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/case-study-editor/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/case-study-editor/,https://agents.kujolang.ai/images/case-study-editor-691108b6fd8f.webp,Featured image for Case Study Editor,640,640,eager,webp,5900,True,
after,https://agents.kujolang.ai/agents/case-study-editor/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/general-commander-b873a4f8d54c.webp,Agent image for General Commander,640,640,eager,webp,25354,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/chief-of-staff-2e6f76b93f30.webp,Agent image for Chief Of Staff,640,640,lazy,webp,13286,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/systems-architect-87cc508a9cbe.webp,Agent image for Systems Architect,640,640,lazy,webp,26456,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/product-strategist-d1ec402a746c.webp,Agent image for Product Strategist,640,640,lazy,webp,12490,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/planner-e871338c4b36.webp,Agent image for Planner,640,640,lazy,webp,16788,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/spec-writer-b285befd1d57.webp,Agent image for Spec Writer,640,640,lazy,webp,24188,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/research-analyst-857221740bc4.webp,Agent image for Research Analyst,640,640,lazy,webp,16000,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/risk-officer-ebf348e4bd3d.webp,Agent image for Risk Officer,640,640,lazy,webp,19120,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/core-developer-422309ea814e.webp,Agent image for Core Developer,640,640,lazy,webp,17474,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/tooling-developer-5dfd9abd0490.webp,Agent image for Tooling Developer,640,640,lazy,webp,19076,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/frontend-developer-38b0ab2f6a78.webp,Agent image for Frontend Developer,640,640,lazy,webp,16882,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/backend-developer-daca76a2cd95.webp,Agent image for Backend Developer,640,640,lazy,webp,15326,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/integration-engineer-b8c5df6f4f88.webp,Agent image for Integration Engineer,640,640,lazy,webp,4672,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/code-reviewer-f74d4017e408.webp,Agent image for Code Reviewer,640,640,lazy,webp,5102,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/qa-lead-e453c9ecd39b.webp,Agent image for QA Lead,640,640,lazy,webp,5024,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/triage-agent-92ba1dd55827.webp,Agent image for Triage Agent,640,640,lazy,webp,5994,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/visual-qa-agent-624871796b65.webp,Agent image for Visual QA Agent,640,640,lazy,webp,4512,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/release-verifier-0962ac784c41.webp,Agent image for Release Verifier,640,640,lazy,webp,6490,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/security-reviewer-4d6f247896e7.webp,Agent image for Security Reviewer,640,640,lazy,webp,5032,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/documentation-writer-9fc2a61aeeef.webp,Agent image for Documentation Writer,640,640,lazy,webp,6580,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/context-packager-084db19803b4.webp,Agent image for Context Packager,640,640,lazy,webp,4460,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/sitrep-agent-3506395690c6.webp,Agent image for SITREP Agent,640,640,lazy,webp,3964,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/routine-worker-d5ee3c24eac6.webp,Agent image for Routine Worker,640,640,lazy,webp,4722,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/test-runner-deeaa9ee7af2.webp,Agent image for Test Runner,640,640,lazy,webp,5572,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/lint-runner-e76b59355cbe.webp,Agent image for Lint Runner,640,640,lazy,webp,4370,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/issue-hygiene-worker-7104a59da645.webp,Agent image for Issue Hygiene Worker,640,640,lazy,webp,4786,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/dependency-scanner-e373be77efec.webp,Agent image for Dependency Scanner,640,640,lazy,webp,6462,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/images/receipt-collector-ad3e578135d2.webp,Agent image for Receipt Collector,640,640,lazy,webp,5804,True,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/chief-of-staff/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/chief-of-staff/,https://agents.kujolang.ai/images/chief-of-staff-2e6f76b93f30.webp,Featured image for Chief Of Staff,640,640,eager,webp,13286,True,
after,https://agents.kujolang.ai/agents/chief-of-staff/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/code-reviewer/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/code-reviewer/,https://agents.kujolang.ai/images/code-reviewer-f74d4017e408.webp,Featured image for Code Reviewer,640,640,eager,webp,5102,True,
after,https://agents.kujolang.ai/agents/code-reviewer/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/commissioning-editor/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/commissioning-editor/,https://agents.kujolang.ai/images/commissioning-editor-74c783545431.webp,Featured image for Commissioning Editor,640,640,eager,webp,5808,True,
after,https://agents.kujolang.ai/agents/commissioning-editor/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/competitor-intelligence-analyst/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/competitor-intelligence-analyst/,https://agents.kujolang.ai/images/competitor-intelligence-analyst-e2e632d909c3.webp,Featured image for Competitor Intelligence Analyst,640,640,eager,webp,5168,True,
after,https://agents.kujolang.ai/agents/competitor-intelligence-analyst/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/content-accuracy-reviewer/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/content-accuracy-reviewer/,https://agents.kujolang.ai/images/content-accuracy-reviewer-94b08c5b859a.webp,Featured image for Content Accuracy Reviewer,640,640,eager,webp,6086,True,
after,https://agents.kujolang.ai/agents/content-accuracy-reviewer/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/content-decay-analyst/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/content-decay-analyst/,https://agents.kujolang.ai/images/content-decay-analyst-3f09754cd3a4.webp,Featured image for Content Decay Analyst,640,640,eager,webp,6984,True,
after,https://agents.kujolang.ai/agents/content-decay-analyst/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/content-gap-analyst/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/content-gap-analyst/,https://agents.kujolang.ai/images/content-gap-analyst-351c16852a0f.webp,Featured image for Content Gap Analyst,640,640,eager,webp,4472,True,
after,https://agents.kujolang.ai/agents/content-gap-analyst/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/content-portfolio-manager/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/content-portfolio-manager/,https://agents.kujolang.ai/images/content-portfolio-manager-0c7875b6f111.webp,Featured image for Content Portfolio Manager,640,640,eager,webp,8134,True,
after,https://agents.kujolang.ai/agents/content-portfolio-manager/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/content-pruning-analyst/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/content-pruning-analyst/,https://agents.kujolang.ai/images/content-pruning-analyst-99348def9d5b.webp,Featured image for Content Pruning Analyst,640,640,eager,webp,5012,True,
after,https://agents.kujolang.ai/agents/content-pruning-analyst/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/context-packager/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/context-packager/,https://agents.kujolang.ai/images/context-packager-084db19803b4.webp,Featured image for Context Packager,640,640,eager,webp,4460,True,
after,https://agents.kujolang.ai/agents/context-packager/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/copy-chief/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/copy-chief/,https://agents.kujolang.ai/images/copy-chief-3f31f8f192f3.webp,Featured image for Copy Chief,640,640,eager,webp,4516,True,
after,https://agents.kujolang.ai/agents/copy-chief/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/core-developer/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/core-developer/,https://agents.kujolang.ai/images/core-developer-422309ea814e.webp,Featured image for Core Developer,640,640,eager,webp,17474,True,
after,https://agents.kujolang.ai/agents/core-developer/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/creative-director/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/creative-director/,https://agents.kujolang.ai/images/creative-director-fde3a4c43a54.webp,Featured image for Creative Director,640,640,eager,webp,4460,True,
after,https://agents.kujolang.ai/agents/creative-director/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/dependency-scanner/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/dependency-scanner/,https://agents.kujolang.ai/images/dependency-scanner-e373be77efec.webp,Featured image for Dependency Scanner,640,640,eager,webp,6462,True,
after,https://agents.kujolang.ai/agents/dependency-scanner/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/developmental-editor/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/developmental-editor/,https://agents.kujolang.ai/images/developmental-editor-89edcfc997af.webp,Featured image for Developmental Editor,640,640,eager,webp,5996,True,
after,https://agents.kujolang.ai/agents/developmental-editor/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/director-of-editorial-intelligence/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/director-of-editorial-intelligence/,https://agents.kujolang.ai/images/director-of-editorial-intelligence-dc738c2979a0.webp,Featured image for Director of Editorial Intelligence,640,640,eager,webp,5472,True,
after,https://agents.kujolang.ai/agents/director-of-editorial-intelligence/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/distribution-operator/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/distribution-operator/,https://agents.kujolang.ai/images/distribution-operator-eec7c5faea47.webp,Featured image for Distribution Operator,640,640,eager,webp,4118,True,
after,https://agents.kujolang.ai/agents/distribution-operator/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/documentation-writer/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/documentation-writer/,https://agents.kujolang.ai/images/documentation-writer-9fc2a61aeeef.webp,Featured image for Documentation Writer,640,640,eager,webp,6580,True,
after,https://agents.kujolang.ai/agents/documentation-writer/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/editor-in-chief/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/editor-in-chief/,https://agents.kujolang.ai/images/editor-in-chief-eeaa4566f20e.webp,Featured image for Editor-in-Chief,640,640,eager,webp,7108,True,
after,https://agents.kujolang.ai/agents/editor-in-chief/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/editorial-strategy-director/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/editorial-strategy-director/,https://agents.kujolang.ai/images/editorial-strategy-director-ad99b09744e1.webp,Featured image for Editorial Strategy Director,640,640,eager,webp,4278,True,
after,https://agents.kujolang.ai/agents/editorial-strategy-director/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/features-writer/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/features-writer/,https://agents.kujolang.ai/images/features-writer-ae8aac89f48a.webp,Featured image for Features Writer,640,640,eager,webp,5890,True,
after,https://agents.kujolang.ai/agents/features-writer/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/franchise-adaptation-editor/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/franchise-adaptation-editor/,https://agents.kujolang.ai/images/franchise-adaptation-editor-4940c3dd17cb.webp,Featured image for Franchise & Adaptation Editor,640,640,eager,webp,4266,True,
after,https://agents.kujolang.ai/agents/franchise-adaptation-editor/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/frontend-developer/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/frontend-developer/,https://agents.kujolang.ai/images/frontend-developer-38b0ab2f6a78.webp,Featured image for Frontend Developer,640,640,eager,webp,16882,True,
after,https://agents.kujolang.ai/agents/frontend-developer/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/general-commander/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/general-commander/,https://agents.kujolang.ai/images/general-commander-b873a4f8d54c.webp,Featured image for General Commander,640,640,eager,webp,25354,True,
after,https://agents.kujolang.ai/agents/general-commander/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/general-commander-b873a4f8d54c.webp,Agent image for General Commander,640,640,eager,webp,25354,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/chief-of-staff-2e6f76b93f30.webp,Agent image for Chief Of Staff,640,640,lazy,webp,13286,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/systems-architect-87cc508a9cbe.webp,Agent image for Systems Architect,640,640,lazy,webp,26456,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/product-strategist-d1ec402a746c.webp,Agent image for Product Strategist,640,640,lazy,webp,12490,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/planner-e871338c4b36.webp,Agent image for Planner,640,640,lazy,webp,16788,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/spec-writer-b285befd1d57.webp,Agent image for Spec Writer,640,640,lazy,webp,24188,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/research-analyst-857221740bc4.webp,Agent image for Research Analyst,640,640,lazy,webp,16000,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/risk-officer-ebf348e4bd3d.webp,Agent image for Risk Officer,640,640,lazy,webp,19120,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/core-developer-422309ea814e.webp,Agent image for Core Developer,640,640,lazy,webp,17474,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/tooling-developer-5dfd9abd0490.webp,Agent image for Tooling Developer,640,640,lazy,webp,19076,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/frontend-developer-38b0ab2f6a78.webp,Agent image for Frontend Developer,640,640,lazy,webp,16882,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/backend-developer-daca76a2cd95.webp,Agent image for Backend Developer,640,640,lazy,webp,15326,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/integration-engineer-b8c5df6f4f88.webp,Agent image for Integration Engineer,640,640,lazy,webp,4672,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/code-reviewer-f74d4017e408.webp,Agent image for Code Reviewer,640,640,lazy,webp,5102,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/qa-lead-e453c9ecd39b.webp,Agent image for QA Lead,640,640,lazy,webp,5024,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/triage-agent-92ba1dd55827.webp,Agent image for Triage Agent,640,640,lazy,webp,5994,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/visual-qa-agent-624871796b65.webp,Agent image for Visual QA Agent,640,640,lazy,webp,4512,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/release-verifier-0962ac784c41.webp,Agent image for Release Verifier,640,640,lazy,webp,6490,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/security-reviewer-4d6f247896e7.webp,Agent image for Security Reviewer,640,640,lazy,webp,5032,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/documentation-writer-9fc2a61aeeef.webp,Agent image for Documentation Writer,640,640,lazy,webp,6580,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/context-packager-084db19803b4.webp,Agent image for Context Packager,640,640,lazy,webp,4460,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/sitrep-agent-3506395690c6.webp,Agent image for SITREP Agent,640,640,lazy,webp,3964,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/routine-worker-d5ee3c24eac6.webp,Agent image for Routine Worker,640,640,lazy,webp,4722,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/test-runner-deeaa9ee7af2.webp,Agent image for Test Runner,640,640,lazy,webp,5572,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/lint-runner-e76b59355cbe.webp,Agent image for Lint Runner,640,640,lazy,webp,4370,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/issue-hygiene-worker-7104a59da645.webp,Agent image for Issue Hygiene Worker,640,640,lazy,webp,4786,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/dependency-scanner-e373be77efec.webp,Agent image for Dependency Scanner,640,640,lazy,webp,6462,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/receipt-collector-ad3e578135d2.webp,Agent image for Receipt Collector,640,640,lazy,webp,5804,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/trend-scout-0db87f70175d.webp,Agent image for Trend Scout,640,640,eager,webp,3892,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/keyword-opportunity-analyst-347d840f5124.webp,Agent image for Keyword Opportunity Analyst,640,640,lazy,webp,5130,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/competitor-intelligence-analyst-e2e632d909c3.webp,Agent image for Competitor Intelligence Analyst,640,640,lazy,webp,5168,True,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/images/content-gap-analyst-351c16852a0f.webp,Agent image for Content Gap Analyst,640,640,lazy,webp,4472,True,
