phase,url,local_status,production_status,robots_directives,canonical,canonical_target_status,sitemap_included,indexable,issues
after,https://agents.kujolang.ai/agents/editor-in-chief/,200,200,"default index,follow",https://agents.kujolang.ai/agents/editor-in-chief/,200,yes,yes,
after,https://agents.kujolang.ai/agents/editorial-strategy-director/,200,200,"default index,follow",https://agents.kujolang.ai/agents/editorial-strategy-director/,200,yes,yes,
after,https://agents.kujolang.ai/agents/features-writer/,200,200,"default index,follow",https://agents.kujolang.ai/agents/features-writer/,200,yes,yes,
after,https://agents.kujolang.ai/agents/franchise-adaptation-editor/,200,200,"default index,follow",https://agents.kujolang.ai/agents/franchise-adaptation-editor/,200,yes,yes,
after,https://agents.kujolang.ai/agents/frontend-developer/,200,200,"default index,follow",https://agents.kujolang.ai/agents/frontend-developer/,200,yes,yes,
after,https://agents.kujolang.ai/agents/general-commander/,200,200,"default index,follow",https://agents.kujolang.ai/agents/general-commander/,200,yes,yes,
after,https://agents.kujolang.ai/agents/,200,200,"default index,follow",https://agents.kujolang.ai/agents/,200,yes,yes,
after,https://agents.kujolang.ai/agents/indexation-analyst/,200,200,"default index,follow",https://agents.kujolang.ai/agents/indexation-analyst/,200,yes,yes,
after,https://agents.kujolang.ai/agents/information-architecture-auditor/,200,200,"default index,follow",https://agents.kujolang.ai/agents/information-architecture-auditor/,200,yes,yes,
after,https://agents.kujolang.ai/agents/integration-engineer/,200,200,"default index,follow",https://agents.kujolang.ai/agents/integration-engineer/,200,yes,yes,
after,https://agents.kujolang.ai/agents/internal-link-specialist/,200,200,"default index,follow",https://agents.kujolang.ai/agents/internal-link-specialist/,200,yes,yes,
after,https://agents.kujolang.ai/agents/issue-hygiene-worker/,200,200,"default index,follow",https://agents.kujolang.ai/agents/issue-hygiene-worker/,200,yes,yes,
after,https://agents.kujolang.ai/agents/keyword-opportunity-analyst/,200,200,"default index,follow",https://agents.kujolang.ai/agents/keyword-opportunity-analyst/,200,yes,yes,
after,https://agents.kujolang.ai/agents/link-health-auditor/,200,200,"default index,follow",https://agents.kujolang.ai/agents/link-health-auditor/,200,yes,yes,
after,https://agents.kujolang.ai/agents/lint-runner/,200,200,"default index,follow",https://agents.kujolang.ai/agents/lint-runner/,200,yes,yes,
after,https://agents.kujolang.ai/agents/managing-editor/,200,200,"default index,follow",https://agents.kujolang.ai/agents/managing-editor/,200,yes,yes,
after,https://agents.kujolang.ai/agents/metadata-auditor/,200,200,"default index,follow",https://agents.kujolang.ai/agents/metadata-auditor/,200,yes,yes,
after,https://agents.kujolang.ai/agents/newsletter-editor/,200,200,"default index,follow",https://agents.kujolang.ai/agents/newsletter-editor/,200,yes,yes,
after,https://agents.kujolang.ai/agents/performance-analyst/,200,200,"default index,follow",https://agents.kujolang.ai/agents/performance-analyst/,200,yes,yes,
after,https://agents.kujolang.ai/agents/planner/,200,200,"default index,follow",https://agents.kujolang.ai/agents/planner/,200,yes,yes,
after,https://agents.kujolang.ai/agents/product-strategist/,200,200,"default index,follow",https://agents.kujolang.ai/agents/product-strategist/,200,yes,yes,
after,https://agents.kujolang.ai/agents/production-editor/,200,200,"default index,follow",https://agents.kujolang.ai/agents/production-editor/,200,yes,yes,
after,https://agents.kujolang.ai/agents/publisher/,200,200,"default index,follow",https://agents.kujolang.ai/agents/publisher/,200,yes,yes,
after,https://agents.kujolang.ai/agents/publishing-house/,200,200,"default index,follow",https://agents.kujolang.ai/agents/publishing-house/,200,yes,yes,
after,https://agents.kujolang.ai/agents/publishing-operations-director/,200,200,"default index,follow",https://agents.kujolang.ai/agents/publishing-operations-director/,200,yes,yes,
after,https://agents.kujolang.ai/agents/qa-lead/,200,200,"default index,follow",https://agents.kujolang.ai/agents/qa-lead/,200,yes,yes,
after,https://agents.kujolang.ai/agents/receipt-collector/,200,200,"default index,follow",https://agents.kujolang.ai/agents/receipt-collector/,200,yes,yes,
after,https://agents.kujolang.ai/agents/release-verifier/,200,200,"default index,follow",https://agents.kujolang.ai/agents/release-verifier/,200,yes,yes,
after,https://agents.kujolang.ai/agents/research-analyst/,200,200,"default index,follow",https://agents.kujolang.ai/agents/research-analyst/,200,yes,yes,
after,https://agents.kujolang.ai/agents/risk-officer/,200,200,"default index,follow",https://agents.kujolang.ai/agents/risk-officer/,200,yes,yes,
after,https://agents.kujolang.ai/agents/routine-worker/,200,200,"default index,follow",https://agents.kujolang.ai/agents/routine-worker/,200,yes,yes,
after,https://agents.kujolang.ai/agents/schema-auditor/,200,200,"default index,follow",https://agents.kujolang.ai/agents/schema-auditor/,200,yes,yes,
after,https://agents.kujolang.ai/agents/search-performance-analyst/,200,200,"default index,follow",https://agents.kujolang.ai/agents/search-performance-analyst/,200,yes,yes,
after,https://agents.kujolang.ai/agents/search-submission-operator/,200,200,"default index,follow",https://agents.kujolang.ai/agents/search-submission-operator/,200,yes,yes,
after,https://agents.kujolang.ai/agents/search-web-standards-watch/,200,200,"default index,follow",https://agents.kujolang.ai/agents/search-web-standards-watch/,200,yes,yes,
after,https://agents.kujolang.ai/agents/security-reviewer/,200,200,"default index,follow",https://agents.kujolang.ai/agents/security-reviewer/,200,yes,yes,
after,https://agents.kujolang.ai/agents/seo-auditor/,200,200,"default index,follow",https://agents.kujolang.ai/agents/seo-auditor/,200,yes,yes,
after,https://agents.kujolang.ai/agents/site-qa-operator/,200,200,"default index,follow",https://agents.kujolang.ai/agents/site-qa-operator/,200,yes,yes,
after,https://agents.kujolang.ai/agents/sitrep-agent/,200,200,"default index,follow",https://agents.kujolang.ai/agents/sitrep-agent/,200,yes,yes,
after,https://agents.kujolang.ai/agents/social-community-editor/,200,200,"default index,follow",https://agents.kujolang.ai/agents/social-community-editor/,200,yes,yes,
after,https://agents.kujolang.ai/agents/spec-writer/,200,200,"default index,follow",https://agents.kujolang.ai/agents/spec-writer/,200,yes,yes,
after,https://agents.kujolang.ai/agents/standards-evidence-editor/,200,200,"default index,follow",https://agents.kujolang.ai/agents/standards-evidence-editor/,200,yes,yes,
after,https://agents.kujolang.ai/agents/systems-architect/,200,200,"default index,follow",https://agents.kujolang.ai/agents/systems-architect/,200,yes,yes,
after,https://agents.kujolang.ai/agents/technical-editor-writer/,200,200,"default index,follow",https://agents.kujolang.ai/agents/technical-editor-writer/,200,yes,yes,
after,https://agents.kujolang.ai/agents/technical-seo-auditor/,200,200,"default index,follow",https://agents.kujolang.ai/agents/technical-seo-auditor/,200,yes,yes,
after,https://agents.kujolang.ai/agents/test-runner/,200,200,"default index,follow",https://agents.kujolang.ai/agents/test-runner/,200,yes,yes,
after,https://agents.kujolang.ai/agents/tooling-developer/,200,200,"default index,follow",https://agents.kujolang.ai/agents/tooling-developer/,200,yes,yes,
after,https://agents.kujolang.ai/agents/trend-scout/,200,200,"default index,follow",https://agents.kujolang.ai/agents/trend-scout/,200,yes,yes,
after,https://agents.kujolang.ai/agents/triage-agent/,200,200,"default index,follow",https://agents.kujolang.ai/agents/triage-agent/,200,yes,yes,
after,https://agents.kujolang.ai/agents/video-audio-producer/,200,200,"default index,follow",https://agents.kujolang.ai/agents/video-audio-producer/,200,yes,yes,
after,https://agents.kujolang.ai/agents/videoops/,200,200,"default index,follow",https://agents.kujolang.ai/agents/videoops/,200,yes,yes,
after,https://agents.kujolang.ai/agents/videoops-asset-scout/,200,200,"default index,follow",https://agents.kujolang.ai/agents/videoops-asset-scout/,200,yes,yes,
after,https://agents.kujolang.ai/agents/videoops-creative-director/,200,200,"default index,follow",https://agents.kujolang.ai/agents/videoops-creative-director/,200,yes,yes,
after,https://agents.kujolang.ai/agents/videoops-hyperframes-editor/,200,200,"default index,follow",https://agents.kujolang.ai/agents/videoops-hyperframes-editor/,200,yes,yes,
after,https://agents.kujolang.ai/agents/videoops-media-generator/,200,200,"default index,follow",https://agents.kujolang.ai/agents/videoops-media-generator/,200,yes,yes,
after,https://agents.kujolang.ai/agents/videoops-producer/,200,200,"default index,follow",https://agents.kujolang.ai/agents/videoops-producer/,200,yes,yes,
after,https://agents.kujolang.ai/agents/videoops-video-critic/,200,200,"default index,follow",https://agents.kujolang.ai/agents/videoops-video-critic/,200,yes,yes,
after,https://agents.kujolang.ai/agents/visual-qa-agent/,200,200,"default index,follow",https://agents.kujolang.ai/agents/visual-qa-agent/,200,yes,yes,
after,https://agents.kujolang.ai/agents/webops/,200,200,"default index,follow",https://agents.kujolang.ai/agents/webops/,200,yes,yes,
after,https://agents.kujolang.ai/agents/webops-reporter/,200,200,"default index,follow",https://agents.kujolang.ai/agents/webops-reporter/,200,yes,yes,
after,https://agents.kujolang.ai/publishing-house-system/,200,200,"default index,follow",https://agents.kujolang.ai/publishing-house-system/,200,yes,yes,
