phase,url,source_file,page_type,local_status,production_status,indexable,robots_directives,canonical,canonical_target_status,title,title_length,meta_description,description_length,h1,heading_structure,word_count,lang,published_date,modified_date,author,breadcrumbs,schema_types,internal_inbound_links,internal_outbound_links,external_outbound_links,broken_internal_links,broken_external_links,image_count,missing_alt,missing_dimensions,page_depth,orphan,sitemap_included,duplicate_title,duplicate_description,content_hash,issues
after,https://agents.kujolang.ai/agents/case-study-editor/,content/agents/case-study-editor.md,page,200,200,yes,"default index,follow",https://agents.kujolang.ai/agents/case-study-editor/,200,Case Study Editor | Kujo Publishing House | Kujo Agents,55,"Develop customer, project, and product evidence into credible case studies with consent, attribution, context, and bounded outcome claims.",138,Case Study Editor,H1:Case Study Editor > H2:Agent Contract > H2:Use This Agent When > H2:Do Not Use This Agent When > H2:Inputs Expected > H2:Outputs Required > H2:Allowed Tools And Workflows > H2:Workflow > H2:Evidence Requirements > H2:Quality Standard > H2:Handoff Rules > H2:Escalation Rules > H2:Stop Conditions > H2:Anti-Scope,468,en,,,Kujo,yes,CollectionPage|Organization|SoftwareSourceCode|WebPage,3,24,7,0,0,3,0,0,1,no,yes,no,no,b6540b70ee9e8f2bb686a73aa73afcba6dc45ac9599350a4b2e31a01938dfeb5,
after,https://agents.kujolang.ai/agents/chain-of-command/,generated directory: build.kujo and templates/page-agent-set.html,page,200,200,yes,"default index,follow",https://agents.kujolang.ai/agents/chain-of-command/,200,Chain of Command Agents | Kujo Agents,37,"A coordinated roster for strategy, planning, execution, verification, knowledge, and routine work.",98,Chain of Command,H1:Chain of Command,594,en,,,Robert DeVore,yes,CollectionPage|Organization|SoftwareSourceCode,281,51,6,0,0,30,0,0,1,no,yes,no,no,bb28e9c610dd565cde9befe40f97f48d31f4541ba86fc22a97411b1be84011b9,
after,https://agents.kujolang.ai/agents/chief-of-staff/,content/agents/chief-of-staff.md,page,200,200,yes,"default index,follow",https://agents.kujolang.ai/agents/chief-of-staff/,200,Chief Of Staff | Kujo Chain of Command | Kujo Agents,52,"Turn vague goals into structured objectives, assign lanes, manage handoffs, and keep work auditable.",100,Chief Of Staff,H1:Chief Of Staff > H2:Agent Contract > H2:Use This Agent When > H2:Do Not Use This Agent When > H2:Inputs Expected > H2:Outputs Required > H2:Allowed Tools And Workflows > H2:Workflow > H2:Evidence Requirements > H2:Handoff Rules > H2:Escalation Rules > H2:Stop Conditions > H2:Anti-Scope,317,en,,,Kujo,yes,CollectionPage|Organization|SoftwareSourceCode|WebPage,3,24,7,0,0,3,0,0,1,no,yes,no,no,e877c3436e9fa60e62d47b277eafa5605a2f80345a83007d89ef4d77b9dbb47f,
after,https://agents.kujolang.ai/agents/code-reviewer/,content/agents/code-reviewer.md,page,200,200,yes,"default index,follow",https://agents.kujolang.ai/agents/code-reviewer/,200,Code Reviewer | Kujo Chain of Command | Kujo Agents,51,"Review diffs for bugs, regressions, contract drift, missing tests, unsafe scope, and documentation mismatches.",110,Code Reviewer,H1:Code Reviewer > H2:Agent Contract > H2:Use This Agent When > H2:Do Not Use This Agent When > H2:Inputs Expected > H2:Outputs Required > H2:Allowed Tools And Workflows > H2:Workflow > H2:Evidence Requirements > H2:Handoff Rules > H2:Escalation Rules > H2:Stop Conditions > H2:Anti-Scope,274,en,,,Kujo,yes,CollectionPage|Organization|SoftwareSourceCode|WebPage,3,24,7,0,0,3,0,0,1,no,yes,no,no,c30b2671f0a76b7e394bd86bf9914e8693b70e18ffa0ff31d5225b434ba1a4f9,
after,https://agents.kujolang.ai/agents/commissioning-editor/,content/agents/commissioning-editor.md,page,200,200,yes,"default index,follow",https://agents.kujolang.ai/agents/commissioning-editor/,200,Commissioning Editor | Kujo Publishing House | Kujo Agents,58,"Convert approved strategy into sharp assignments with a thesis, angle, reader promise, evidence burden, format, owner, and artifact bundle.",139,Commissioning Editor,H1:Commissioning Editor > H2:Agent Contract > H2:Use This Agent When > H2:Do Not Use This Agent When > H2:Inputs Expected > H2:Outputs Required > H2:Allowed Tools And Workflows > H2:Workflow > H2:Evidence Requirements > H2:Quality Standard > H2:Handoff Rules > H2:Escalation Rules > H2:Stop Conditions > H2:Anti-Scope,449,en,,,Kujo,yes,CollectionPage|Organization|SoftwareSourceCode|WebPage,3,24,7,0,0,3,0,0,1,no,yes,no,no,292d11dfd433cd28dab1711f7b0454799bd3c043a14f73e594797094b63e90ad,
after,https://agents.kujolang.ai/agents/competitor-intelligence-analyst/,content/agents/competitor-intelligence-analyst.md,page,200,200,yes,"default index,follow",https://agents.kujolang.ai/agents/competitor-intelligence-analyst/,200,Competitor Intelligence Analyst | Kujo WebOps | Kujo Agents,59,"Monitor selected peers for meaningful changes in topics, positioning, structure, search presence, content, and available backlink evidence.",139,Competitor Intelligence Analyst,H1:Competitor Intelligence Analyst > H2:Agent Contract > H2:Use This Agent When > H2:Do Not Use This Agent When > H2:Inputs Expected > H2:Outputs Required > H2:Allowed Tools And Workflows > H2:Workflow > H2:Evidence Requirements > H2:Degraded Operation > H2:Handoff Rules > H2:Escalation Rules > H2:Stop Conditions > H2:Anti-Scope,541,en,,,Kujo,yes,CollectionPage|Organization|SoftwareSourceCode|WebPage,3,24,7,0,0,3,0,0,1,no,yes,no,no,bfabecd0ef2a8b63b08cc28809a7b63647d7a83840d53d4794e60abdd9b386c0,
after,https://agents.kujolang.ai/agents/content-accuracy-reviewer/,content/agents/content-accuracy-reviewer.md,page,200,200,yes,"default index,follow",https://agents.kujolang.ai/agents/content-accuracy-reviewer/,200,Content Accuracy Reviewer | Kujo WebOps | Kujo Agents,53,"Review guidance, APIs, versions, products, references, and factual claims against current authoritative sources.",112,Content Accuracy Reviewer,H1:Content Accuracy Reviewer > H2:Agent Contract > H2:Use This Agent When > H2:Do Not Use This Agent When > H2:Inputs Expected > H2:Outputs Required > H2:Allowed Tools And Workflows > H2:Workflow > H2:Evidence Requirements > H2:Degraded Operation > H2:Handoff Rules > H2:Escalation Rules > H2:Stop Conditions > H2:Anti-Scope,536,en,,,Kujo,yes,CollectionPage|Organization|SoftwareSourceCode|WebPage,3,24,7,0,0,3,0,0,1,no,yes,no,no,c299193cb2b9116665948cb67ee2a190e724fde601446fbc8d150e1a5539d69e,
after,https://agents.kujolang.ai/agents/content-decay-analyst/,content/agents/content-decay-analyst.md,page,200,200,yes,"default index,follow",https://agents.kujolang.ai/agents/content-decay-analyst/,200,Content Decay Analyst | Kujo WebOps | Kujo Agents,49,"Identify stale or deteriorating content using measured movement, optional analytics, factual age, source change, and relevance evidence.",136,Content Decay Analyst,H1:Content Decay Analyst > H2:Agent Contract > H2:Use This Agent When > H2:Do Not Use This Agent When > H2:Inputs Expected > H2:Outputs Required > H2:Allowed Tools And Workflows > H2:Workflow > H2:Evidence Requirements > H2:Degraded Operation > H2:Handoff Rules > H2:Escalation Rules > H2:Stop Conditions > H2:Anti-Scope,544,en,,,Kujo,yes,CollectionPage|Organization|SoftwareSourceCode|WebPage,3,24,7,0,0,3,0,0,1,no,yes,no,no,87320b740c40b98e0848ac66f47ac8721fa5a4969703a733c269ede3aab99d9c,
after,https://agents.kujolang.ai/agents/content-gap-analyst/,content/agents/content-gap-analyst.md,page,200,200,yes,"default index,follow",https://agents.kujolang.ai/agents/content-gap-analyst/,200,Content Gap Analyst | Kujo WebOps | Kujo Agents,47,"Classify audience and search needs against current coverage as strong, partial, stale, weak, missing, or irrelevant.",116,Content Gap Analyst,H1:Content Gap Analyst > H2:Agent Contract > H2:Use This Agent When > H2:Do Not Use This Agent When > H2:Inputs Expected > H2:Outputs Required > H2:Allowed Tools And Workflows > H2:Workflow > H2:Evidence Requirements > H2:Degraded Operation > H2:Handoff Rules > H2:Escalation Rules > H2:Stop Conditions > H2:Anti-Scope,541,en,,,Kujo,yes,CollectionPage|Organization|SoftwareSourceCode|WebPage,3,24,7,0,0,3,0,0,1,no,yes,no,no,babe63946af938f07b39d62fc0c01f7a48325ee3705e678af8535d67b95f5c0b,
after,https://agents.kujolang.ai/agents/content-portfolio-manager/,content/agents/content-portfolio-manager.md,page,200,200,yes,"default index,follow",https://agents.kujolang.ai/agents/content-portfolio-manager/,200,Content Portfolio Manager | Kujo WebOps | Kujo Agents,53,"Classify content longitudinally as CREATE, GROW, MAINTAIN, REFRESH, MERGE, REDIRECT, RETIRE, or IGNORE.",103,Content Portfolio Manager,H1:Content Portfolio Manager > H2:Agent Contract > H2:Use This Agent When > H2:Do Not Use This Agent When > H2:Inputs Expected > H2:Outputs Required > H2:Allowed Tools And Workflows > H2:Workflow > H2:Evidence Requirements > H2:Degraded Operation > H2:Handoff Rules > H2:Escalation Rules > H2:Stop Conditions > H2:Anti-Scope,529,en,,,Kujo,yes,CollectionPage|Organization|SoftwareSourceCode|WebPage,3,24,7,0,0,3,0,0,1,no,yes,no,no,80f2a03a904933629366e5831fceb32ffa586b533cdfac903878a00ad73f3872,
after,https://agents.kujolang.ai/agents/content-pruning-analyst/,content/agents/content-pruning-analyst.md,page,200,200,yes,"default index,follow",https://agents.kujolang.ai/agents/content-pruning-analyst/,200,Content Pruning Analyst | Kujo WebOps | Kujo Agents,51,"Find obsolete, redundant, or low-value content and propose evidence-backed keep, merge, redirect, refresh, or retire decisions.",127,Content Pruning Analyst,H1:Content Pruning Analyst > H2:Agent Contract > H2:Use This Agent When > H2:Do Not Use This Agent When > H2:Inputs Expected > H2:Outputs Required > H2:Allowed Tools And Workflows > H2:Workflow > H2:Evidence Requirements > H2:Degraded Operation > H2:Handoff Rules > H2:Escalation Rules > H2:Stop Conditions > H2:Anti-Scope,537,en,,,Kujo,yes,CollectionPage|Organization|SoftwareSourceCode|WebPage,3,24,7,0,0,3,0,0,1,no,yes,no,no,4e75ad40c407b6745a9184da8a24ffc91a5c22921cdecd0a67ad82c1e97f098a,
after,https://agents.kujolang.ai/agents/context-packager/,content/agents/context-packager.md,page,200,200,yes,"default index,follow",https://agents.kujolang.ai/agents/context-packager/,200,Context Packager | Kujo Chain of Command | Kujo Agents,54,"Prepare compact context bundles, execution packs, workflow summaries, and handoff packets for downstream agents.",112,Context Packager,H1:Context Packager > H2:Agent Contract > H2:Use This Agent When > H2:Do Not Use This Agent When > H2:Inputs Expected > H2:Outputs Required > H2:Allowed Tools And Workflows > H2:Workflow > H2:Evidence Requirements > H2:Handoff Rules > H2:Escalation Rules > H2:Stop Conditions > H2:Anti-Scope,332,en,,,Kujo,yes,CollectionPage|Organization|SoftwareSourceCode|WebPage,3,24,7,0,0,3,0,0,1,no,yes,no,no,ea8017860bdad8c7b24f6db4e0b16feedeada62fb162e66608ff04c94bc2a5c7,
after,https://agents.kujolang.ai/agents/copy-chief/,content/agents/copy-chief.md,page,200,200,yes,"default index,follow",https://agents.kujolang.ai/agents/copy-chief/,200,Copy Chief | Kujo Publishing House | Kujo Agents,48,"Own sentence-level clarity, rhythm, terminology, grammar, formatting, headlines, captions, metadata, and the house style system.",128,Copy Chief,H1:Copy Chief > H2:Agent Contract > H2:Use This Agent When > H2:Do Not Use This Agent When > H2:Inputs Expected > H2:Outputs Required > H2:Allowed Tools And Workflows > H2:Workflow > H2:Evidence Requirements > H2:Quality Standard > H2:Handoff Rules > H2:Escalation Rules > H2:Stop Conditions > H2:Anti-Scope,457,en,,,Kujo,yes,CollectionPage|Organization|SoftwareSourceCode|WebPage,3,24,7,0,0,3,0,0,1,no,yes,no,no,d407b392ae1fae95cfd889779940e458139d4329143e06359f0454cc812dfeee,
after,https://agents.kujolang.ai/agents/core-developer/,content/agents/core-developer.md,page,200,200,yes,"default index,follow",https://agents.kujolang.ai/agents/core-developer/,200,Core Developer | Kujo Chain of Command | Kujo Agents,52,Implement bounded source changes and focused tests inside an assigned scope.,76,Core Developer,H1:Core Developer > H2:Agent Contract > H2:Use This Agent When > H2:Do Not Use This Agent When > H2:Inputs Expected > H2:Outputs Required > H2:Allowed Tools And Workflows > H2:Workflow > H2:Evidence Requirements > H2:Handoff Rules > H2:Escalation Rules > H2:Stop Conditions > H2:Anti-Scope,297,en,,,Kujo,yes,CollectionPage|Organization|SoftwareSourceCode|WebPage,3,24,7,0,0,3,0,0,1,no,yes,no,no,248107732969c3edb861adb1669f646e2dbd217d0c57e807526ccf1b0c2cc200,
after,https://agents.kujolang.ai/agents/creative-director/,content/agents/creative-director.md,page,200,200,yes,"default index,follow",https://agents.kujolang.ai/agents/creative-director/,200,Creative Director | Kujo Publishing House | Kujo Agents,55,"Develop the central creative idea and direct its coherent expression across language, imagery, formats, and campaign moments.",125,Creative Director,H1:Creative Director > H2:Agent Contract > H2:Use This Agent When > H2:Do Not Use This Agent When > H2:Inputs Expected > H2:Outputs Required > H2:Allowed Tools And Workflows > H2:Workflow > H2:Evidence Requirements > H2:Quality Standard > H2:Handoff Rules > H2:Escalation Rules > H2:Stop Conditions > H2:Anti-Scope,456,en,,,Kujo,yes,CollectionPage|Organization|SoftwareSourceCode|WebPage,3,24,7,0,0,3,0,0,1,no,yes,no,no,4eb83a9e14c857764e7d9bb8a36886feae18b70eb96b95910bc54495c6d8914b,
after,https://agents.kujolang.ai/agents/dependency-scanner/,content/agents/dependency-scanner.md,page,200,200,yes,"default index,follow",https://agents.kujolang.ai/agents/dependency-scanner/,200,Dependency Scanner | Kujo Chain of Command | Kujo Agents,56,"Run explicit dependency, package, manifest, lockfile, and package-status checks.",80,Dependency Scanner,H1:Dependency Scanner > H2:Agent Contract > H2:Use This Agent When > H2:Do Not Use This Agent When > H2:Inputs Expected > H2:Outputs Required > H2:Allowed Tools And Workflows > H2:Workflow > H2:Evidence Requirements > H2:Handoff Rules > H2:Escalation Rules > H2:Stop Conditions > H2:Anti-Scope,223,en,,,Kujo,yes,CollectionPage|Organization|SoftwareSourceCode|WebPage,3,24,7,0,0,3,0,0,1,no,yes,no,no,44a409d99afd084b5d52bd55a99c8ca13390742fc9ed12d43f92fcf672c4688f,
after,https://agents.kujolang.ai/agents/developmental-editor/,content/agents/developmental-editor.md,page,200,200,yes,"default index,follow",https://agents.kujolang.ai/agents/developmental-editor/,200,Developmental Editor | Kujo Publishing House | Kujo Agents,58,"Interrogate and improve argument, structure, narrative, audience value, pacing, originality, omissions, and strategic fit before line editing.",142,Developmental Editor,H1:Developmental Editor > H2:Agent Contract > H2:Use This Agent When > H2:Do Not Use This Agent When > H2:Inputs Expected > H2:Outputs Required > H2:Allowed Tools And Workflows > H2:Workflow > H2:Evidence Requirements > H2:Quality Standard > H2:Handoff Rules > H2:Escalation Rules > H2:Stop Conditions > H2:Anti-Scope,456,en,,,Kujo,yes,CollectionPage|Organization|SoftwareSourceCode|WebPage,3,24,7,0,0,3,0,0,1,no,yes,no,no,25171ead71c8c53a50df35a9baefc38006b7757f168448c577e02451c7319838,
after,https://agents.kujolang.ai/agents/director-of-editorial-intelligence/,content/agents/director-of-editorial-intelligence.md,page,200,200,yes,"default index,follow",https://agents.kujolang.ai/agents/director-of-editorial-intelligence/,200,Director of Editorial Intelligence | Kujo Publishing House | Kujo Agents,72,"Synthesize audience, category, product, cultural, search, community, competitor, and source intelligence into non-obvious editorial opportunities.",146,Director of Editorial Intelligence,H1:Director of Editorial Intelligence > H2:Agent Contract > H2:Use This Agent When > H2:Do Not Use This Agent When > H2:Inputs Expected > H2:Outputs Required > H2:Allowed Tools And Workflows > H2:Workflow > H2:Evidence Requirements > H2:Quality Standard > H2:Handoff Rules > H2:Escalation Rules > H2:Stop Conditions > H2:Anti-Scope,443,en,,,Kujo,yes,CollectionPage|Organization|SoftwareSourceCode|WebPage,3,24,7,0,0,3,0,0,1,no,yes,no,no,321a8e9f7ad51eedeb67204670353c67f8d468ae96d54107877497617434e7c3,
after,https://agents.kujolang.ai/agents/distribution-operator/,content/agents/distribution-operator.md,page,200,200,yes,"default index,follow",https://agents.kujolang.ai/agents/distribution-operator/,200,Distribution Operator | Kujo WebOps | Kujo Agents,49,Turn approved published content into source-grounded distribution assets and publish only with explicit ACT authority and integration.,134,Distribution Operator,H1:Distribution Operator > H2:Agent Contract > H2:Use This Agent When > H2:Do Not Use This Agent When > H2:Inputs Expected > H2:Outputs Required > H2:Allowed Tools And Workflows > H2:Workflow > H2:Evidence Requirements > H2:Degraded Operation > H2:Handoff Rules > H2:Escalation Rules > H2:Stop Conditions > H2:Anti-Scope,540,en,,,Kujo,yes,CollectionPage|Organization|SoftwareSourceCode|WebPage,3,24,7,0,0,3,0,0,1,no,yes,no,no,4faf3ea5b0f52baf679e8215dcd088d9b94625f98393f35e25d85b39ddf159cd,
after,https://agents.kujolang.ai/agents/documentation-writer/,content/agents/documentation-writer.md,page,200,200,yes,"default index,follow",https://agents.kujolang.ai/agents/documentation-writer/,200,Documentation Writer | Kujo Chain of Command | Kujo Agents,58,"Update READMEs, onboarding docs, changelogs, examples, runbooks, and user-facing technical documentation from source-grounded facts.",132,Documentation Writer,H1:Documentation Writer > H2:Agent Contract > H2:Use This Agent When > H2:Do Not Use This Agent When > H2:Inputs Expected > H2:Outputs Required > H2:Allowed Tools And Workflows > H2:Workflow > H2:Evidence Requirements > H2:Handoff Rules > H2:Escalation Rules > H2:Stop Conditions > H2:Anti-Scope,327,en,,,Kujo,yes,CollectionPage|Organization|SoftwareSourceCode|WebPage,3,24,7,0,0,3,0,0,1,no,yes,no,no,dfe1aee6986134483adb7ae19a16871684508e9ca4169d1bbbaa0fb592475299,
