phase,url,page_type,purpose,audience,intent,topic_entity,word_count,original_evidence,currentness,citation_worthiness,competing_url,gap,action
after,https://agents.kujolang.ai/agents/context-packager/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Context Packager,332,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/copy-chief/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Copy Chief,457,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/core-developer/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Core Developer,297,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/creative-director/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Creative Director,456,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/dependency-scanner/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Dependency Scanner,223,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/developmental-editor/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Developmental Editor,456,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/director-of-editorial-intelligence/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Director of Editorial Intelligence,443,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/distribution-operator/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Distribution Operator,540,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/documentation-writer/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Documentation Writer,327,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/editor-in-chief/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Editor-in-Chief,438,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/editorial-strategy-director/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Editorial Strategy Director,466,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/features-writer/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Features Writer,461,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/franchise-adaptation-editor/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Franchise & Adaptation Editor,463,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/frontend-developer/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Frontend Developer,337,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/general-commander/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,General Commander,405,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Agents,1970,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/indexation-analyst/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Indexation Analyst,521,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/information-architecture-auditor/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Information Architecture Auditor,529,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/integration-engineer/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Integration Engineer,299,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/internal-link-specialist/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Internal Link Specialist,539,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/issue-hygiene-worker/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Issue Hygiene Worker,257,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/keyword-opportunity-analyst/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Keyword Opportunity Analyst,537,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/link-health-auditor/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Link Health Auditor,534,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/lint-runner/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Lint Runner,220,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/managing-editor/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Managing Editor,447,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/metadata-auditor/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Metadata Auditor,528,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/newsletter-editor/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Newsletter Editor,452,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/performance-analyst/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Performance Analyst,533,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/planner/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Planner,258,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/product-strategist/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Product Strategist,336,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/production-editor/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Production Editor,469,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/publisher/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Publisher,461,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/publishing-house/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Publishing House,595,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/publishing-operations-director/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Publishing Operations Director,482,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/qa-lead/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,QA Lead,313,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/receipt-collector/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Receipt Collector,287,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/release-verifier/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Release Verifier,329,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/research-analyst/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Research Analyst,328,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/risk-officer/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Risk Officer,317,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/routine-worker/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Routine Worker,280,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/schema-auditor/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Schema Auditor,532,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/search-performance-analyst/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Search Performance Analyst,532,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/search-submission-operator/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Search Submission Operator,541,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/search-web-standards-watch/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Search & Web Standards Watch,533,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/security-reviewer/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Security Reviewer,328,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/seo-auditor/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,SEO Auditor,535,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/site-qa-operator/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Site QA Operator,544,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/sitrep-agent/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,SITREP Agent,260,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/social-community-editor/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Social & Community Editor,462,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/spec-writer/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Spec Writer,293,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/standards-evidence-editor/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Standards & Evidence Editor,464,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/systems-architect/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Systems Architect,322,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/technical-editor-writer/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Technical Editor & Writer,453,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/technical-seo-auditor/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Technical SEO Auditor,530,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/test-runner/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Test Runner,236,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/tooling-developer/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Tooling Developer,311,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/trend-scout/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Trend Scout,528,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/triage-agent/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Triage Agent,690,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/video-audio-producer/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Video & Audio Producer,479,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/videoops/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,VideoOps,151,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/videoops-asset-scout/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Video Asset Scout,402,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/videoops-creative-director/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Video Creative Director,416,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/videoops-hyperframes-editor/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Video HyperFrames Editor,428,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/videoops-media-generator/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Video Media Generator,399,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/videoops-producer/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,VideoOps Producer,533,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/videoops-video-critic/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Video Critic,424,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/visual-qa-agent/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Visual QA Agent,332,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/webops/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,WebOps,630,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/agents/webops-reporter/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,WebOps Reporter,545,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://agents.kujolang.ai/publishing-house-system/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Kujo Publishing House System,592,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
