phase,url,primary_topic,primary_entity,search_intent,primary_query_theme,secondary_queries,related_entities,relevant_questions,competing_internal_url,content_gap,recommended_action
after,https://agents.kujolang.ai/agents/chief-of-staff/,Chief Of Staff | Kujo Chain of Command | Kujo Agents,Chief Of Staff,agent role selection,Chief Of Staff,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/code-reviewer/,Code Reviewer | Kujo Chain of Command | Kujo Agents,Code Reviewer,agent role selection,Code Reviewer,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/commissioning-editor/,Commissioning Editor | Kujo Publishing House | Kujo Agents,Commissioning Editor,agent role selection,Commissioning Editor,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/competitor-intelligence-analyst/,Competitor Intelligence Analyst | Kujo WebOps | Kujo Agents,Competitor Intelligence Analyst,agent role selection,Competitor Intelligence Analyst,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/content-accuracy-reviewer/,Content Accuracy Reviewer | Kujo WebOps | Kujo Agents,Content Accuracy Reviewer,agent role selection,Content Accuracy Reviewer,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/content-decay-analyst/,Content Decay Analyst | Kujo WebOps | Kujo Agents,Content Decay Analyst,agent role selection,Content Decay Analyst,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/content-gap-analyst/,Content Gap Analyst | Kujo WebOps | Kujo Agents,Content Gap Analyst,agent role selection,Content Gap Analyst,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/content-portfolio-manager/,Content Portfolio Manager | Kujo WebOps | Kujo Agents,Content Portfolio Manager,agent role selection,Content Portfolio Manager,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/content-pruning-analyst/,Content Pruning Analyst | Kujo WebOps | Kujo Agents,Content Pruning Analyst,agent role selection,Content Pruning Analyst,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/context-packager/,Context Packager | Kujo Chain of Command | Kujo Agents,Context Packager,agent role selection,Context Packager,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/copy-chief/,Copy Chief | Kujo Publishing House | Kujo Agents,Copy Chief,agent role selection,Copy Chief,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/core-developer/,Core Developer | Kujo Chain of Command | Kujo Agents,Core Developer,agent role selection,Core Developer,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/creative-director/,Creative Director | Kujo Publishing House | Kujo Agents,Creative Director,agent role selection,Creative Director,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/dependency-scanner/,Dependency Scanner | Kujo Chain of Command | Kujo Agents,Dependency Scanner,agent role selection,Dependency Scanner,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/developmental-editor/,Developmental Editor | Kujo Publishing House | Kujo Agents,Developmental Editor,agent role selection,Developmental Editor,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/director-of-editorial-intelligence/,Director of Editorial Intelligence | Kujo Publishing House | Kujo Agents,Director of Editorial Intelligence,agent role selection,Director of Editorial Intelligence,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/distribution-operator/,Distribution Operator | Kujo WebOps | Kujo Agents,Distribution Operator,agent role selection,Distribution Operator,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/documentation-writer/,Documentation Writer | Kujo Chain of Command | Kujo Agents,Documentation Writer,agent role selection,Documentation Writer,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/editor-in-chief/,Editor-in-Chief | Kujo Publishing House | Kujo Agents,Editor-in-Chief,agent role selection,Editor-in-Chief,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/editorial-strategy-director/,Editorial Strategy Director | Kujo Publishing House | Kujo Agents,Editorial Strategy Director,agent role selection,Editorial Strategy Director,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/features-writer/,Features Writer | Kujo Publishing House | Kujo Agents,Features Writer,agent role selection,Features Writer,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/franchise-adaptation-editor/,Franchise & Adaptation Editor | Kujo Publishing House | Kujo Agents,Franchise & Adaptation Editor,agent role selection,Franchise & Adaptation Editor,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/frontend-developer/,Frontend Developer | Kujo Chain of Command | Kujo Agents,Frontend Developer,agent role selection,Frontend Developer,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/general-commander/,General Commander | Kujo Chain of Command | Kujo Agents,General Commander,agent role selection,General Commander,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/,Agents | Kujo Agents,Agents,agent role selection,Agents,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/indexation-analyst/,Indexation Analyst | Kujo WebOps | Kujo Agents,Indexation Analyst,agent role selection,Indexation Analyst,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/information-architecture-auditor/,Information Architecture Auditor | Kujo WebOps | Kujo Agents,Information Architecture Auditor,agent role selection,Information Architecture Auditor,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/integration-engineer/,Integration Engineer | Kujo Chain of Command | Kujo Agents,Integration Engineer,agent role selection,Integration Engineer,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/internal-link-specialist/,Internal Link Specialist | Kujo WebOps | Kujo Agents,Internal Link Specialist,agent role selection,Internal Link Specialist,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/issue-hygiene-worker/,Issue Hygiene Worker | Kujo Chain of Command | Kujo Agents,Issue Hygiene Worker,agent role selection,Issue Hygiene Worker,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/keyword-opportunity-analyst/,Keyword Opportunity Analyst | Kujo WebOps | Kujo Agents,Keyword Opportunity Analyst,agent role selection,Keyword Opportunity Analyst,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/link-health-auditor/,Link Health Auditor | Kujo WebOps | Kujo Agents,Link Health Auditor,agent role selection,Link Health Auditor,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/lint-runner/,Lint Runner | Kujo Chain of Command | Kujo Agents,Lint Runner,agent role selection,Lint Runner,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/managing-editor/,Managing Editor | Kujo Publishing House | Kujo Agents,Managing Editor,agent role selection,Managing Editor,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/metadata-auditor/,Metadata Auditor | Kujo WebOps | Kujo Agents,Metadata Auditor,agent role selection,Metadata Auditor,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/newsletter-editor/,Newsletter Editor | Kujo Publishing House | Kujo Agents,Newsletter Editor,agent role selection,Newsletter Editor,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/performance-analyst/,Performance Analyst | Kujo WebOps | Kujo Agents,Performance Analyst,agent role selection,Performance Analyst,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/planner/,Planner | Kujo Chain of Command | Kujo Agents,Planner,agent role selection,Planner,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/product-strategist/,Product Strategist | Kujo Chain of Command | Kujo Agents,Product Strategist,agent role selection,Product Strategist,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/production-editor/,Production Editor | Kujo Publishing House | Kujo Agents,Production Editor,agent role selection,Production Editor,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/publisher/,Publisher | Kujo Publishing House | Kujo Agents,Publisher,agent role selection,Publisher,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/publishing-house/,Publishing House Agents | Kujo Agents,Publishing House,agent role selection,Publishing House,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/publishing-operations-director/,Publishing Operations Director | Kujo Publishing House | Kujo Agents,Publishing Operations Director,agent role selection,Publishing Operations Director,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/qa-lead/,QA Lead | Kujo Chain of Command | Kujo Agents,QA Lead,agent role selection,QA Lead,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/receipt-collector/,Receipt Collector | Kujo Chain of Command | Kujo Agents,Receipt Collector,agent role selection,Receipt Collector,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/release-verifier/,Release Verifier | Kujo Chain of Command | Kujo Agents,Release Verifier,agent role selection,Release Verifier,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/research-analyst/,Research Analyst | Kujo Chain of Command | Kujo Agents,Research Analyst,agent role selection,Research Analyst,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/risk-officer/,Risk Officer | Kujo Chain of Command | Kujo Agents,Risk Officer,agent role selection,Risk Officer,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/routine-worker/,Routine Worker | Kujo Chain of Command | Kujo Agents,Routine Worker,agent role selection,Routine Worker,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/schema-auditor/,Schema Auditor | Kujo WebOps | Kujo Agents,Schema Auditor,agent role selection,Schema Auditor,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/search-performance-analyst/,Search Performance Analyst | Kujo WebOps | Kujo Agents,Search Performance Analyst,agent role selection,Search Performance Analyst,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/search-submission-operator/,Search Submission Operator | Kujo WebOps | Kujo Agents,Search Submission Operator,agent role selection,Search Submission Operator,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/search-web-standards-watch/,Search & Web Standards Watch | Kujo WebOps | Kujo Agents,Search & Web Standards Watch,agent role selection,Search & Web Standards Watch,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/security-reviewer/,Security Reviewer | Kujo Chain of Command | Kujo Agents,Security Reviewer,agent role selection,Security Reviewer,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/seo-auditor/,SEO Auditor | Kujo WebOps | Kujo Agents,SEO Auditor,agent role selection,SEO Auditor,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/site-qa-operator/,Site QA Operator | Kujo WebOps | Kujo Agents,Site QA Operator,agent role selection,Site QA Operator,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/sitrep-agent/,SITREP Agent | Kujo Chain of Command | Kujo Agents,SITREP Agent,agent role selection,SITREP Agent,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/social-community-editor/,Social & Community Editor | Kujo Publishing House | Kujo Agents,Social & Community Editor,agent role selection,Social & Community Editor,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/spec-writer/,Spec Writer | Kujo Chain of Command | Kujo Agents,Spec Writer,agent role selection,Spec Writer,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/standards-evidence-editor/,Standards & Evidence Editor | Kujo Publishing House | Kujo Agents,Standards & Evidence Editor,agent role selection,Standards & Evidence Editor,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/systems-architect/,Systems Architect | Kujo Chain of Command | Kujo Agents,Systems Architect,agent role selection,Systems Architect,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/technical-editor-writer/,Technical Editor & Writer | Kujo Publishing House | Kujo Agents,Technical Editor & Writer,agent role selection,Technical Editor & Writer,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/technical-seo-auditor/,Technical SEO Auditor | Kujo WebOps | Kujo Agents,Technical SEO Auditor,agent role selection,Technical SEO Auditor,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/test-runner/,Test Runner | Kujo Chain of Command | Kujo Agents,Test Runner,agent role selection,Test Runner,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/tooling-developer/,Tooling Developer | Kujo Chain of Command | Kujo Agents,Tooling Developer,agent role selection,Tooling Developer,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/trend-scout/,Trend Scout | Kujo WebOps | Kujo Agents,Trend Scout,agent role selection,Trend Scout,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/triage-agent/,Triage Agent | Kujo Chain of Command | Kujo Agents,Triage Agent,agent role selection,Triage Agent,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/video-audio-producer/,Video & Audio Producer | Kujo Publishing House | Kujo Agents,Video & Audio Producer,agent role selection,Video & Audio Producer,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/videoops/,VideoOps Agents | Kujo Agents,VideoOps,agent role selection,VideoOps,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/videoops-asset-scout/,Video Asset Scout | Kujo VideoOps | Kujo Agents,Video Asset Scout,agent role selection,Video Asset Scout,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/videoops-creative-director/,Video Creative Director | Kujo VideoOps | Kujo Agents,Video Creative Director,agent role selection,Video Creative Director,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/videoops-hyperframes-editor/,Video HyperFrames Editor | Kujo VideoOps | Kujo Agents,Video HyperFrames Editor,agent role selection,Video HyperFrames Editor,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/videoops-media-generator/,Video Media Generator | Kujo VideoOps | Kujo Agents,Video Media Generator,agent role selection,Video Media Generator,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/videoops-producer/,VideoOps Producer | Kujo VideoOps | Kujo Agents,VideoOps Producer,agent role selection,VideoOps Producer,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
after,https://agents.kujolang.ai/agents/videoops-video-critic/,Video Critic | Kujo VideoOps | Kujo Agents,Video Critic,agent role selection,Video Critic,,Kujo,"What does this page describe, how is it used, and what are its limits?",,Tribunal release coverage updated; broader gaps require real query data,"Treat this source-based topic map as an editorial hypothesis, not measured demand"
