phase,source_url,destination_url,anchor_text,link_context,http_status,final_url,chain_length,verification,rel,recommended_action
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/systems-architect/,"Strategic Systems Architect Own architecture, module boundaries, platform decisions, runtime tradeoffs, and long-term technical coherence. View Agent online",li,200,https://agents.kujolang.ai/agents/systems-architect/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/product-strategist/,"Strategic Product Strategist Own user value, roadmap fit, feature framing, adoption assumptions, and ICP alignment. View Agent online",li,200,https://agents.kujolang.ai/agents/product-strategist/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/planner/,"Planning Planner Convert goals into milestones, tasks, sequencing, dependencies, acceptance criteria, and verification plans. View Agent online",li,200,https://agents.kujolang.ai/agents/planner/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/spec-writer/,"Planning Spec Writer Create and maintain task contracts with scope, acceptance criteria, eval requirements, risks, dependencies, and review expectations. View Agent online",li,200,https://agents.kujolang.ai/agents/spec-writer/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/research-analyst/,"Planning Research Analyst Gather repo, API, dependency, workflow, or technical context and separate confirmed facts from inference. View Agent online",li,200,https://agents.kujolang.ai/agents/research-analyst/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/risk-officer/,"Planning Risk Officer Identify risk, security concerns, migration issues, release blockers, scope creep, and evidence gaps before or during work. View Agent online",li,200,https://agents.kujolang.ai/agents/risk-officer/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/core-developer/,Execution Core Developer Implement bounded source changes and focused tests inside an assigned scope. View Agent online,li,200,https://agents.kujolang.ai/agents/core-developer/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/tooling-developer/,"Execution Tooling Developer Build or maintain CLI tools, scripts, local automation, developer workflows, and KUJO tool integrations. View Agent online",li,200,https://agents.kujolang.ai/agents/tooling-developer/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/frontend-developer/,"Execution Frontend Developer Implement user interfaces, interaction flows, responsive behavior, and browser-verifiable frontend changes. View Agent online",li,200,https://agents.kujolang.ai/agents/frontend-developer/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/backend-developer/,"Execution Backend Developer Implement APIs, persistence, jobs, auth boundaries, service logic, and server-side integrations within a bounded task. View Agent online",li,200,https://agents.kujolang.ai/agents/backend-developer/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/integration-engineer/,"Execution Integration Engineer Connect GitHub/GitLab, MCP, CI, external services, deployment systems, telemetry, provider adapters, and workflow orchestration boundaries. View Agent online",li,200,https://agents.kujolang.ai/agents/integration-engineer/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/code-reviewer/,"Verification Code Reviewer Review diffs for bugs, regressions, contract drift, missing tests, unsafe scope, and documentation mismatches. View Agent online",li,200,https://agents.kujolang.ai/agents/code-reviewer/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/qa-lead/,"Verification QA Lead Define test plans, evidence requirements, acceptance gates, and quality status for a change or release candidate. View Agent online",li,200,https://agents.kujolang.ai/agents/qa-lead/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/triage-agent/,"Verification Triage Agent Review flagged wrong outputs, stopped workflow states, failed handoffs, and abnormal results so the chain can decide whether to resume, reroute, require human review, or coordinate the immediate next response. View Agent online",li,200,https://agents.kujolang.ai/agents/triage-agent/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/visual-qa-agent/,"Verification Visual QA Agent Produce deterministic browser, layout, accessibility, console, network, and visual evidence for user-facing surfaces. View Agent online",li,200,https://agents.kujolang.ai/agents/visual-qa-agent/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/release-verifier/,"Verification Release Verifier Check release readiness, run or coordinate release gates, and report blockers before ship decisions. View Agent online",li,200,https://agents.kujolang.ai/agents/release-verifier/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/security-reviewer/,"Verification Security Reviewer Review secrets, auth, host effects, path boundaries, network exposure, unsafe commands, dependency risk, and sensitive artifacts. View Agent online",li,200,https://agents.kujolang.ai/agents/security-reviewer/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/documentation-writer/,"Knowledge Documentation Writer Update READMEs, onboarding docs, changelogs, examples, runbooks, and user-facing technical documentation from source-grounded facts. View Agent online",li,200,https://agents.kujolang.ai/agents/documentation-writer/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/context-packager/,"Knowledge Context Packager Prepare compact context bundles, execution packs, workflow summaries, and handoff packets for downstream agents. View Agent online",li,200,https://agents.kujolang.ai/agents/context-packager/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/sitrep-agent/,"Knowledge SITREP Agent Produce short status reports, current-state summaries, and handoff snapshots from available evidence. View Agent online",li,200,https://agents.kujolang.ai/agents/sitrep-agent/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/routine-worker/,Routine Worker Routine Worker Run explicitly assigned local commands or scripts and report exact results without interpretation beyond simple status. View Agent online,li,200,https://agents.kujolang.ai/agents/routine-worker/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/test-runner/,"Routine Worker Test Runner Run explicit test, eval, or smoke commands and report exact results. View Agent online",li,200,https://agents.kujolang.ai/agents/test-runner/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/lint-runner/,"Routine Worker Lint Runner Run explicit lint, format-check, static-check, or compile-check commands and report exact results. View Agent online",li,200,https://agents.kujolang.ai/agents/lint-runner/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/issue-hygiene-worker/,"Routine Worker Issue Hygiene Worker Check explicitly assigned issue hygiene conditions such as duplicates, stale status, labels, milestones, or missing reproduction details. View Agent online",li,200,https://agents.kujolang.ai/agents/issue-hygiene-worker/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/dependency-scanner/,"Routine Worker Dependency Scanner Run explicit dependency, package, manifest, lockfile, and package-status checks. View Agent online",li,200,https://agents.kujolang.ai/agents/dependency-scanner/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/receipt-collector/,"Routine Worker Receipt Collector Capture command output, logs, RunLedger receipts, CaseFile bundles, Watchdog telemetry references, and evidence paths for auditability. View Agent online",li,200,https://agents.kujolang.ai/agents/receipt-collector/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/,Agents,nav,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/chain-of-command/,Chain of Command,nav,200,https://agents.kujolang.ai/agents/chain-of-command/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chain-of-command/,https://agents.kujolang.ai/agents/webops/,WebOps,nav,200,https://agents.kujolang.ai/agents/webops/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chief-of-staff/,https://agents.kujolang.ai/agents/chief-of-staff/,Skip to main content,body,200,https://agents.kujolang.ai/agents/chief-of-staff/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chief-of-staff/,https://agents.kujolang.ai/,Kujo Agents,div,200,https://agents.kujolang.ai/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chief-of-staff/,https://agents.kujolang.ai/agents/chain-of-command/,Chain of Command,li,200,https://agents.kujolang.ai/agents/chain-of-command/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chief-of-staff/,https://agents.kujolang.ai/agents/webops/,WebOps,li,200,https://agents.kujolang.ai/agents/webops/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chief-of-staff/,https://agents.kujolang.ai/,Home,li,200,https://agents.kujolang.ai/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chief-of-staff/,https://agents.kujolang.ai/agents/,Agents,li,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chief-of-staff/,https://agents.kujolang.ai/agents/,Back to all agents,nav,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chief-of-staff/,https://agents.kujolang.ai/agents/,Agents,nav,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chief-of-staff/,https://agents.kujolang.ai/agents/chain-of-command/,Chain of Command,nav,200,https://agents.kujolang.ai/agents/chain-of-command/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/chief-of-staff/,https://agents.kujolang.ai/agents/webops/,WebOps,nav,200,https://agents.kujolang.ai/agents/webops/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/code-reviewer/,https://agents.kujolang.ai/agents/code-reviewer/,Skip to main content,body,200,https://agents.kujolang.ai/agents/code-reviewer/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/code-reviewer/,https://agents.kujolang.ai/,Kujo Agents,div,200,https://agents.kujolang.ai/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/code-reviewer/,https://agents.kujolang.ai/agents/chain-of-command/,Chain of Command,li,200,https://agents.kujolang.ai/agents/chain-of-command/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/code-reviewer/,https://agents.kujolang.ai/agents/webops/,WebOps,li,200,https://agents.kujolang.ai/agents/webops/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/code-reviewer/,https://agents.kujolang.ai/,Home,li,200,https://agents.kujolang.ai/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/code-reviewer/,https://agents.kujolang.ai/agents/,Agents,li,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/code-reviewer/,https://agents.kujolang.ai/agents/,Back to all agents,nav,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/code-reviewer/,https://agents.kujolang.ai/agents/,Agents,nav,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/code-reviewer/,https://agents.kujolang.ai/agents/chain-of-command/,Chain of Command,nav,200,https://agents.kujolang.ai/agents/chain-of-command/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/code-reviewer/,https://agents.kujolang.ai/agents/webops/,WebOps,nav,200,https://agents.kujolang.ai/agents/webops/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/context-packager/,https://agents.kujolang.ai/agents/context-packager/,Skip to main content,body,200,https://agents.kujolang.ai/agents/context-packager/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/context-packager/,https://agents.kujolang.ai/,Kujo Agents,div,200,https://agents.kujolang.ai/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/context-packager/,https://agents.kujolang.ai/agents/chain-of-command/,Chain of Command,li,200,https://agents.kujolang.ai/agents/chain-of-command/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/context-packager/,https://agents.kujolang.ai/agents/webops/,WebOps,li,200,https://agents.kujolang.ai/agents/webops/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/context-packager/,https://agents.kujolang.ai/,Home,li,200,https://agents.kujolang.ai/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/context-packager/,https://agents.kujolang.ai/agents/,Agents,li,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/context-packager/,https://agents.kujolang.ai/agents/,Back to all agents,nav,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/context-packager/,https://agents.kujolang.ai/agents/,Agents,nav,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/context-packager/,https://agents.kujolang.ai/agents/chain-of-command/,Chain of Command,nav,200,https://agents.kujolang.ai/agents/chain-of-command/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/context-packager/,https://agents.kujolang.ai/agents/webops/,WebOps,nav,200,https://agents.kujolang.ai/agents/webops/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/core-developer/,https://agents.kujolang.ai/agents/core-developer/,Skip to main content,body,200,https://agents.kujolang.ai/agents/core-developer/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/core-developer/,https://agents.kujolang.ai/,Kujo Agents,div,200,https://agents.kujolang.ai/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/core-developer/,https://agents.kujolang.ai/agents/chain-of-command/,Chain of Command,li,200,https://agents.kujolang.ai/agents/chain-of-command/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/core-developer/,https://agents.kujolang.ai/agents/webops/,WebOps,li,200,https://agents.kujolang.ai/agents/webops/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/core-developer/,https://agents.kujolang.ai/,Home,li,200,https://agents.kujolang.ai/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/core-developer/,https://agents.kujolang.ai/agents/,Agents,li,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/core-developer/,https://agents.kujolang.ai/agents/,Back to all agents,nav,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/core-developer/,https://agents.kujolang.ai/agents/,Agents,nav,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/core-developer/,https://agents.kujolang.ai/agents/chain-of-command/,Chain of Command,nav,200,https://agents.kujolang.ai/agents/chain-of-command/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/core-developer/,https://agents.kujolang.ai/agents/webops/,WebOps,nav,200,https://agents.kujolang.ai/agents/webops/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/dependency-scanner/,https://agents.kujolang.ai/agents/dependency-scanner/,Skip to main content,body,200,https://agents.kujolang.ai/agents/dependency-scanner/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/dependency-scanner/,https://agents.kujolang.ai/,Kujo Agents,div,200,https://agents.kujolang.ai/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/dependency-scanner/,https://agents.kujolang.ai/agents/chain-of-command/,Chain of Command,li,200,https://agents.kujolang.ai/agents/chain-of-command/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/dependency-scanner/,https://agents.kujolang.ai/agents/webops/,WebOps,li,200,https://agents.kujolang.ai/agents/webops/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/dependency-scanner/,https://agents.kujolang.ai/,Home,li,200,https://agents.kujolang.ai/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/dependency-scanner/,https://agents.kujolang.ai/agents/,Agents,li,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/dependency-scanner/,https://agents.kujolang.ai/agents/,Back to all agents,nav,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/dependency-scanner/,https://agents.kujolang.ai/agents/,Agents,nav,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/dependency-scanner/,https://agents.kujolang.ai/agents/chain-of-command/,Chain of Command,nav,200,https://agents.kujolang.ai/agents/chain-of-command/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/dependency-scanner/,https://agents.kujolang.ai/agents/webops/,WebOps,nav,200,https://agents.kujolang.ai/agents/webops/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/documentation-writer/,https://agents.kujolang.ai/agents/documentation-writer/,Skip to main content,body,200,https://agents.kujolang.ai/agents/documentation-writer/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/documentation-writer/,https://agents.kujolang.ai/,Kujo Agents,div,200,https://agents.kujolang.ai/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/documentation-writer/,https://agents.kujolang.ai/agents/chain-of-command/,Chain of Command,li,200,https://agents.kujolang.ai/agents/chain-of-command/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/documentation-writer/,https://agents.kujolang.ai/agents/webops/,WebOps,li,200,https://agents.kujolang.ai/agents/webops/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/documentation-writer/,https://agents.kujolang.ai/,Home,li,200,https://agents.kujolang.ai/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/documentation-writer/,https://agents.kujolang.ai/agents/,Agents,li,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/documentation-writer/,https://agents.kujolang.ai/agents/,Back to all agents,nav,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/documentation-writer/,https://agents.kujolang.ai/agents/,Agents,nav,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/documentation-writer/,https://agents.kujolang.ai/agents/chain-of-command/,Chain of Command,nav,200,https://agents.kujolang.ai/agents/chain-of-command/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/documentation-writer/,https://agents.kujolang.ai/agents/webops/,WebOps,nav,200,https://agents.kujolang.ai/agents/webops/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/frontend-developer/,https://agents.kujolang.ai/agents/frontend-developer/,Skip to main content,body,200,https://agents.kujolang.ai/agents/frontend-developer/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/frontend-developer/,https://agents.kujolang.ai/,Kujo Agents,div,200,https://agents.kujolang.ai/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/frontend-developer/,https://agents.kujolang.ai/agents/chain-of-command/,Chain of Command,li,200,https://agents.kujolang.ai/agents/chain-of-command/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/frontend-developer/,https://agents.kujolang.ai/agents/webops/,WebOps,li,200,https://agents.kujolang.ai/agents/webops/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/frontend-developer/,https://agents.kujolang.ai/,Home,li,200,https://agents.kujolang.ai/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/frontend-developer/,https://agents.kujolang.ai/agents/,Agents,li,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/frontend-developer/,https://agents.kujolang.ai/agents/,Back to all agents,nav,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/frontend-developer/,https://agents.kujolang.ai/agents/,Agents,nav,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/frontend-developer/,https://agents.kujolang.ai/agents/chain-of-command/,Chain of Command,nav,200,https://agents.kujolang.ai/agents/chain-of-command/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/frontend-developer/,https://agents.kujolang.ai/agents/webops/,WebOps,nav,200,https://agents.kujolang.ai/agents/webops/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/general-commander/,https://agents.kujolang.ai/agents/general-commander/,Skip to main content,body,200,https://agents.kujolang.ai/agents/general-commander/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/general-commander/,https://agents.kujolang.ai/,Kujo Agents,div,200,https://agents.kujolang.ai/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/general-commander/,https://agents.kujolang.ai/agents/chain-of-command/,Chain of Command,li,200,https://agents.kujolang.ai/agents/chain-of-command/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/general-commander/,https://agents.kujolang.ai/agents/webops/,WebOps,li,200,https://agents.kujolang.ai/agents/webops/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/general-commander/,https://agents.kujolang.ai/,Home,li,200,https://agents.kujolang.ai/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/general-commander/,https://agents.kujolang.ai/agents/,Agents,li,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/general-commander/,https://agents.kujolang.ai/agents/,Back to all agents,nav,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/general-commander/,https://agents.kujolang.ai/agents/,Agents,nav,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/general-commander/,https://agents.kujolang.ai/agents/chain-of-command/,Chain of Command,nav,200,https://agents.kujolang.ai/agents/chain-of-command/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/general-commander/,https://agents.kujolang.ai/agents/webops/,WebOps,nav,200,https://agents.kujolang.ai/agents/webops/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/agents/,Skip to main content,body,200,https://agents.kujolang.ai/agents/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/,Kujo Agents,div,200,https://agents.kujolang.ai/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/agents/chain-of-command/,Chain of Command,li,200,https://agents.kujolang.ai/agents/chain-of-command/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/agents/webops/,WebOps,li,200,https://agents.kujolang.ai/agents/webops/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/,Home,li,200,https://agents.kujolang.ai/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/agents/general-commander/,"Strategic General Commander Interpret broad missions, choose agent lanes, resolve cross-agent conflicts, synthesize final outcomes, and escalate unresolved risk. View Agent online",li,200,https://agents.kujolang.ai/agents/general-commander/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/agents/chief-of-staff/,"Strategic Chief Of Staff Turn vague goals into structured objectives, assign lanes, manage handoffs, and keep work auditable. View Agent online",li,200,https://agents.kujolang.ai/agents/chief-of-staff/,0,local generated artifact,,
after,https://agents.kujolang.ai/agents/,https://agents.kujolang.ai/agents/systems-architect/,"Strategic Systems Architect Own architecture, module boundaries, platform decisions, runtime tradeoffs, and long-term technical coherence. View Agent online",li,200,https://agents.kujolang.ai/agents/systems-architect/,0,local generated artifact,,
